Distance_(microns),SERCA_gray_avg_wd1,SERCA_gray_avg_wd2,SERCA_gray_avg_wd3,SERCA_gray_avg_wd4,SERCA_gray_avg_wd5,SERCA_gray_avg_wd6,SERCA_gray_avg_wd7,SERCA_gray_avg_wd8,mCherry_gray_avg_wd1,mCherry_gray_avg_wd2,mCherry_gray_avg_wd3,mCherry_gray_avg_wd5,mCherry_gray_avg_wd6,mCherry_gray_avg_wd6,mCherry_gray_avg_wd8
10.668,541.8996667,,,,,,,,,,,,,,
10.895,517.2143333,,,,,,,,,,,,,,
11.122,509.2283333,,,,,,,,,,,,,,
11.349,525.4843333,,,,,,,,,,,,,,
11.576,527.0573333,,,,,,,,,,,,,,
11.803,534.4503333,,,,,,,,,,,,,,
12.03,547.28,,,,,,,,,,,,,,
12.257,544.812,,,,,,,,,,,,,,
12.484,513.5316667,,,,,,,,,,,,,,
12.711,527.2243333,,,,,,,,,,,,,,
12.938,543.3296667,,,,,,,,,,,,,,
13.165,496.3666667,,,,,,,,,,,,,,
13.392,498.298,,,,,,,,,,,,,,
13.619,532.8263333,,,,,,,,,,,,,,
13.846,495.533,,,,,,,,,,,,,,
14.073,508.7896667,,,,,,,,,,,,,,
14.3,519.0443333,,,,,,,,,,,,,,
14.527,525.6523333,,,,,,,,,,,,,,
14.754,513.798,,,,,,,,,,,,,,
14.981,507.9273333,,,,,,,,,,,,,,
15.208,518.994,,,,,,,,,,,,,,
15.435,548.724,,,,,,,,,,,,,,
15.662,562.997,,,,,,,,,,,,,,
15.889,506.685,,,,,,,,,,,,,,
16.116,494.5463333,,,,,,,,,,,,,,
16.343,519.0266667,,,,,,,,,,,,,,
16.57,537.1213333,,,,,,,,,,,,,,
16.797,559.663,,,,,,,,,,,,,,
17.024,497.3766667,,,,,,,,,,,,,,
17.251,512.6253333,,,,,,,,,,,,,,
17.478,489.4093333,,,,,,,,,,,,,,
17.705,497.132,,,,,,,,,,,,,,
17.932,479.761,,,,,,,,,,,,,,
18.159,524.1176667,,,,,,,,,,,,,,
18.386,509.1723333,,,,,,,,,,,,,,
18.613,512.6236667,,,,,,,,,,,,,,
18.84,525.403,,,,,,,,,,,,,,
19.067,516.5206667,,,,,,,,,,,,,,
19.294,535.732,,,,,,,,,,,,,,
19.521,538.424,,,,,,,,,,,,,,
19.748,547.3023333,,,,,,,,,,,,,,
19.975,509.207,,,,,,,,,,,,,,
20.202,481.7263333,,,,,,,,,,,,,,
20.429,497.1516667,,,,,,,,,,,,,,
20.656,521.804,,,,,,,,,,,,,,
20.883,543.552,,,,,,,,,,,,,,
21.11,512.2993333,,,,,,,,,,,,,,
21.337,499.3723333,,,,,,,,,,,,,,
21.564,515.2586667,,,,,,,,,,,,,,
21.791,550.3643333,,,,,,,,,,,,,,
22.017,515.967,,,,,,,,,,,,,,
22.244,512.652,,,,,,,,,,,,,,
22.471,557.1506667,,,,,,,,,,,,,,
22.698,543.3883333,,,,,,,,,,,,,,
22.925,503.7636667,,,,,,,,,,,,,,
23.152,510.719,,,,,,,,,,,,,,
23.379,533.6363333,,,,,,,,,,,,,,
23.606,510.3513333,,,,,,,,,,,,,,
23.833,501.0606667,,,,,,,,,,,,,,
24.06,495.9866667,,,,,,,,,,,,,,
24.287,521.6493333,,,,,,,,,,,,,,
24.514,519.5056667,,,,,,,,,,,,,,
24.741,517.3103333,,,,,,,,,,,,,,
24.968,524.869,,,,,,,,,,,,,,
25.195,526.093,,,,,,,,,,,,,,
25.422,553.3926667,,,,,,,,,,,,,,
25.649,520.2953333,,,,,,,,,,,,,,
25.876,521.2543333,,,,,,,,,,,,,,
26.103,550.2136667,,,,,,,,,,,,,,
26.33,521.697,,,,,,,,,,,,,,
26.557,524.9533333,,,,,,,,,,,,,,
26.784,516.0116667,,,,,,,,,,,,,,
27.011,539.0363333,,,,,,,,,,,,,,
27.238,519.15,,,,,,,,,,,,,,
27.465,539.238,,,,,,,,,,,,,,
27.692,532.514,,,,,,,,,,,,,,
27.919,548.126,,,,,,,,,,,,,,
28.146,525.194,,,,,,,,,,,,,,
28.373,545.394,,,,,,,,,,,,,,
28.6,495.551,,,,,,,,,,,,,,
28.827,496.9286667,,,,,,,,,,,,,,
29.054,523.2546667,,,,,,,,,,,,,,
29.281,538.8163333,,,,,,,,,,,,,,
29.508,520.9596667,,,,,,,,,,,,,,
29.735,542.9993333,,,,,,,,,,,,,,
29.962,508.9636667,,,,,,,,,,,,,,
30.189,527.055,,,,,,,,,,,,,,
30.416,522.4716667,,,,,,,,,,,,,,
30.643,551.7983333,,,,,,,,,,,,,,
30.87,541.268,,,,,,,,,,,,,,
31.097,539.1596667,,,,,,,,,,,,,,
31.324,510.145,,,,,,,,,,,,,,
31.551,527.1513333,,,,,,,,,,,,,,
31.778,528.287,,,,,,,,,,,,,,
32.005,537.7806667,,,,,,,,,,,,,,
32.232,531.7953333,,,,,,,,,,,,,,
32.459,515.531,,,,,,,,,,,,,,
32.686,517.802,,,,,,,,,,,,,,
32.913,515.5263333,,,,,,,,,,,,,,
33.14,531.2286667,,,,,,,,,,,,,,
33.367,527.2033333,,,,,,,,,,,,,,
33.594,558.8683333,,,,,,,,,,,,,,
33.821,532.9773333,,,,,,,,,,,,,,
34.048,521.865,,,,,,,,,,,,,,
34.275,545.3966667,,,,,,,,,,,,,,
34.502,545.7223333,,,,,,,,,,,,,,
34.729,578.2856667,,,,,,,,,,,,,,
34.956,550.067,,,,,,,,,,,,,,
35.183,545.6816667,,,,,,,,,,,,,,
35.41,548.288,,,,,,,,,,,,,,
35.637,576.174,,,,,,,,,,,,,,
35.864,549.2563333,,,,,,,,,,,,,,
36.091,546.5906667,,,,,,,,,,,,,,
36.318,560.3456667,,,,,,,,,,,,,,
36.545,592.799,,,,,,,,,,,,,,
36.771,579.6243333,,,,,,,,,,,,,,
36.998,545.1573333,,,,,,,,,,,,,,
37.225,549.4886667,,,,,,,,,,,,,,
37.452,544.6743333,,,,,,,,,,,,,,
37.679,539.6353333,,,,,,,,,,,,,,
37.906,550.957,,,,,,,,,,,,,,
38.133,556.0153333,,,,,,,,,,,,,,
38.36,581.4366667,,,,,,,,,,,,,,
38.587,543.762,,,,,,,,,,,,,,
38.814,547.951,,,,,,,,,,,,,,
39.041,566.777,,,,,,,,,,,,,,
39.268,555.1416667,,,,,,,,,,,,,,
39.495,534.4816667,,,,,,,,,,,,,,
39.722,571.689,,,,,,,,,,,,,,
39.949,546.597,,,,,,,,,,,,,,
40.176,551.2216667,,,,,,,,,,,,,,
40.403,536.493,,,,,,,,,,,,,,
40.63,573.2323333,,,,,,,,,,,,,,
40.857,594.0866667,,,,,,,,,,,,,,
41.084,554.6246667,,,,,,,,,,,,,,
41.311,540.5193333,,,,,,,,,,,,,,
41.538,554.2336667,,,,,,,,,,,,,,
41.765,587.2623333,,,,,,,,,,,,,,
41.992,549.9633333,,,,,,,,,,,,,,
42.219,557.117,,,,,,,,,,,,,,
42.446,560.4883333,,,,,,,,,,,,,,
42.673,533.9913333,,,,,,,,,,,,,,
42.9,518.7736667,,,,,,,,,,,,,,
43.127,583.475,,,,,,,,,,,,,,
43.354,602.1183333,,,,,,,,,,,,,,
43.581,572.292,,,,,,,,,,,,,,
43.808,553.2333333,,,,,,,,,,,,,,
44.035,568.644,,,,,,,,,,,,,,
44.262,562.2263333,,,,,,,,,,,,,,
44.489,523.9883333,,,,,,,,,,,,,,
44.716,566.997,,,,,,,,,,,,,,
44.943,489.1856667,,,,,,,,,,,,,,
45.17,546.1066667,,,,,,,,,,,,,,
45.397,561.3266667,,,,,,,,,,,,,,
45.624,558.504,,,,,,,,,,,,,,
45.851,576.122,,,,,,,,,,,,,,
46.078,595.5296667,,,,,,,,,,,,,,
46.305,547.026,,,,,,,,,,,,,,
46.532,593.1283333,,,,,,,,,,,,,,
46.759,582.9953333,,,,,,,,,,,,,,
46.986,579.991,,,,,,,,,,,,,,
47.213,620.9526667,,,,,,,,,,,,,,
47.44,565.22,,,,,,,,,,,,,,
47.667,553.9506667,,,,,,,,,,,,,,
47.894,576.317,,,,,,,,,,,,,,
48.121,599.9703333,,,,,,,,,,,,,,
48.348,574.5856667,,,,,,,,,,,,,,
48.575,598.7543333,,,,,,,,,,,,,,
48.802,596.6586667,,,,,,,,,,,,,,
49.029,585.241,,,,,,,,,,,,,,
49.256,601.8773333,,,,,,,,,,,,,,
49.483,635.658,,,,,,,,,,,,,,
49.71,600.1863333,,,,,,,,,,,,,,
49.937,557.9273333,,,,,,,,,,,,,,
50.164,616.657,,,,,,,,,,,,,,
50.391,617.0523333,,,,,,,,,,,,,,
50.618,605.0033333,,,,,,,,,,,,,,
50.845,592.6543333,,,,,,,,,,,,,,
51.072,603.394,,,,,,,,,,,,,,
51.299,597.3386667,,,,,,,,,,,,,,
51.525,628.694,,,,,,,,,,,,,,
51.752,581.9496667,,,,,,,,,,,,,,
51.979,594.096,,,,,,,,,,,,,,
52.206,601.415,,,,,,,,,,,,,,
52.433,617.5266667,,,,,,,,,,,,,,
52.66,627.528,,,,,,,,,,,,,,
52.887,603.4393333,,,,,,,,,,,,,,
53.114,633.326,,,,,,,,,,,,,,
53.341,606.6346667,,,,,,,,,,,,,,
53.568,560.5113333,,,,,,,,,,,,,,
53.795,594.6956667,,,,,,,,,,,,,,
54.022,592.7483333,,,,,,,,,,,,,,
54.249,609.5083333,,,,,,,,,,,,,,
54.476,595.7803333,,,,,,,,,,,,,,
54.703,615.9463333,,,,,,,,,,,,,,
54.93,628.667,,,,,,,,,,,,,,
55.157,628.2006667,,,,,,,,,,,,,,
55.384,611.1316667,,,,,,,,,,,,,,
55.611,618.5556667,,,,,,,,,,,,,,
55.838,614.391,,,,,,,,,,,,,,
56.065,631.5253333,,,,,,,,,,,,,,
56.292,624.0256667,,,,,,,,,,,,,,
56.519,600.8346667,,,,,,,,,,,,,,
56.746,656.261,,,,,,,,,,,,,,
56.973,650.3163333,,,,,,,,,,,,,,
57.2,659.4866667,,,,,,,,,,,,,,
57.427,626.9056667,,,,,,,,,,,,,,
57.654,659.002,,,,,,,,,,,,,,
57.881,633.603,,,,,,,,,,,,,,
58.108,625.3316667,,,,,,,,,,,,,,
58.335,625.3626667,,,,,,,,,,,,,,
58.562,598.398,,,,,,,,,,,,,,
58.789,650.486,,,,,,,,,,,,,,
59.016,650.1686667,,,,,,,,,,,,,,
59.243,670.4806667,,,,,,,,,,,,,,
59.47,650.9776667,,,,,,,,,,,,,,
59.697,664.448,,,,,,,,,,,,,,
59.924,660.5496667,,,,,,,,,,,,,,
60.151,726.8153333,,,,,,,,,,,,,,
60.378,697.3393333,,,,,,,,,,,,,,
60.605,694.2616667,,,,,,,,,,,,,,
60.832,691.7693333,,,,,,,,,,,,,,
61.059,690.0466667,,,,,,,,,,,,,,
61.286,702.067,,,,,,,,,,,,,,
61.513,691.2273333,,,,,,,,,,,,,,
61.74,749.6026667,,,,,,,,,,,,,,
61.967,715.8413333,,,,,,,,,,,,,,
62.194,725.6306667,,,,,,,,,,,,,,
62.421,775.5406667,,,,,,,,,,,,,,
62.648,680.819,,,,,,,,,,,,,,
62.875,663.7413333,,,,,,,,,,,,,,
63.102,697.3036667,,,,,,,,,,,,,,
63.329,660.7923333,,,,,,,,,,,,,,
63.556,723.9023333,,,,,,,,,,,,,,
63.783,690.6463333,,,,,,,,,,,,,,
64.01,696.9513333,,,,,,,,,,,,,,
64.237,716.4716667,,,,,,,,,,,,,,
64.464,669.156,,,,,,,,,,,,,,
64.691,727.166,,,,,,,,,,,,,,
64.918,717.4206667,,,,,,,,,,,,,,
65.145,724.842,,,,,,,,,,,,,,
65.372,720.5506667,,,,,,,,,,,,,,
65.599,751.025,,,,,,,,,,,,,,
65.826,742.9496667,,,,,,,,,,,,,,
66.052,678.3683333,,,,,,,,,,,,,,
66.279,730.6663333,,,,,,,,,,,,,,
66.506,687.3056667,,,,,,,,,,,,,,
66.733,724.8106667,,,,,,,,,,,,,,
66.96,697.8703333,,,,,,,,,,,,,,
67.187,732.825,,,,,,,,,,,,,,
67.414,765.9816667,,,,,,,,,,,,,,
67.641,766.3793333,,,,,,,,,,,,,,
67.868,764.5566667,,,,,,,,,,,,,,
68.095,784.008,,,,,,,,,,,,,,
68.322,782.382,,,,,,,,,,,,,,
68.549,751.2213333,,,,,,,,,,,,,,
68.776,744.94,,,,,,,,,,,,,,
69.003,706.1776667,,,,,,,,,,,,,,
69.23,741.789,,,,,,,,,,,,,,
69.457,760.323,,,,,,,,,,,,,,
69.684,747.588,,,,,,,,,,,,,,
69.911,731.8923333,,,,,,,,,,,,,,
70.138,737.2923333,,,,,,,,,,,,,,
70.365,729.2296667,,,,,,,,,,,,,,
70.592,736.4553333,,,,,,,,,,,,,,
70.819,789.272,,,,,,,,,,,,,,
71.046,802.0616667,,,,,,,,,,,,,,
71.273,750.9783333,,,,,,,,,,,,,,
71.5,746.6846667,,,,,,,,,,,,,,
71.727,735.6503333,,,,,,,,,,,,,,
71.954,714.278,,,,,,,,,,,,,,
72.181,732.504,,,,,,,,,,,,,,
72.408,751.8206667,,,,,,,,,,,,,,
72.635,760.1716667,,,,,,,,,,,,,,
72.862,755.027,,,,,,,,,,,,,,
73.089,723.277,,,,,,,,,,,,,,
73.316,727.642,,,,,,,,,,,,,,
73.543,746.5053333,,,,,,,,,,,,,,
73.77,679.1323333,,,,,,,,,,,,,,
73.997,678.0296667,,,,,,,,,,,,,,
74.224,743.7106667,,,,,,,,,,,,,,
74.451,718.6503333,,,,,,,,,,,,,,
74.678,684.3616667,,,,,,,,,,,,,,
74.905,675.464,,,,,,,,,,,,,,
75.132,667.9676667,,,,,,,,,,,,,,
75.359,653.4576667,,,,,,,,,,,,,,
75.586,666.0736667,,,,,,,,,,,,,,
75.813,685.1083333,,,,,,,,,,,,,,
76.04,665.0073333,,,,,,,,,,,,,,
76.267,651.658,,,,,,,,,,,,,,
76.494,684.6056667,,,,,,,,,,,,,,
76.721,669.1,,,,,,,,,,,,,,
76.948,669.2986667,,,,,,,,,,,,,,
77.175,643.0136667,,,,,,,,,,,,,,
77.402,661.9913333,,,,,,,,,,,,,,
77.629,618.1273333,,,,,,,,,,,,,,
77.856,660.3876667,,,,,,,,,,,,,,
78.083,643.4876667,,,,,,,,,,,,,,
78.31,643.1763333,,,,,,,,,,,,,,
78.537,613.1696667,,,,,,,,,,,,,,
78.764,650.9416667,,,,,,,,,,,,,,
78.991,602.6266667,,,,,,,,,,,,,,
79.218,625.5173333,,,,,,,,,,,,,,
79.445,637.0083333,,,,,,,,,,,,,,
79.672,616.562,,,,,,,,,,,,,,
79.899,652.0656667,,,,,,,,,,,,,,
80.126,615.5586667,,,,,,,,,,,,,,
80.353,663.8213333,,,,,,,,,,,,,,
80.58,650.3273333,,,,,,,,,,,,,,
80.806,627.9496667,,,,,,,,,,,,,,
81.033,638.7553333,,,,,,,,,,,,,,
81.26,662.599,,,,,,,,,,,,,,
81.487,641.2016667,,,,,,,,,,,,,,
81.714,635.006,,,,,,,,,,,,,,
81.941,631.5396667,,,,,,,,,,,,,,
82.168,648.306,,,,,,,,,,,,,,
82.395,598.0076667,,,,,,,,,,,,,,
82.622,621.6396667,,,,,,,,,,,,,,
82.849,606.4403333,,,,,,,,,,,,,,
83.076,612.3736667,,,,,,,,,,,,,,
83.303,605.9673333,,,,,,,,,,,,,,
83.53,628.895,,,,,,,,,,,,,,
83.757,669.5976667,,,,,,,,,,,,,,
83.984,594.141,,,,,,,,,,,,,,
84.211,595.9243333,,,,,,,,,,,,,,
84.438,617.788,,,,,,,,,,,,,,
84.665,680.2893333,,,,,,,,,,,,,,
84.892,649.796,,,,,,,,,,,,,,
85.119,626.7266667,,,,,,,,,,,,,,
85.346,656.4636667,,,,,,,,,,,,,,
85.573,592.9243333,,,,,,,,,,,,,,
85.8,622.682,,,,,,,,,,,,,,
86.027,654.5983333,,,,,,,,,,,,,,
86.254,640.9153333,,,,,,,,,,,,,,
86.481,598.3186667,,,,,,,,,,,,,,
86.708,661.8923333,,,,,,,,,,,,,,
86.935,617.6963333,,,,,,,,,,,,,,
87.162,680.2216667,,,,,,,,,,,,,,
87.389,636.2973333,,,,,,,,,,,,,,
87.616,639.0116667,,,,,,,,,,,,,,
87.843,675.38,,,,,,,,,,,,,,
88.07,623.4433333,,,,,,,,,,,,,,
88.297,645.6196667,,,,,,,,,,,,,,
88.524,690.5326667,,,,,,,,,,,,,,
88.751,617.7126667,,,,,,,,,,,,,,
88.978,675.641,,,,,,,,,,,,,,
89.205,636.6603333,,,,,,,,,,,,,,
89.432,643.695,,,,,,,,,,,,,,
89.659,636.1836667,,,,,,,,,,,,,,
89.886,646.916,,,,,,,,,,,,,,
90.113,630.7846667,,,,,,,,,,,,,,
90.34,585.8396667,,,,,,,,,,,,,,
90.567,603.3156667,,,,,,,,,,,,,,
90.794,651.2486667,,,,,,,,,,,,,,
91.021,630.8113333,,,,,,,,,,,,,,
91.248,620.8,,,,,,,,,,,,,,
91.475,649.5933333,,,,,,,,,,,,,,
91.702,620.412,,,,,,,,,,,,,,
91.929,648.5426667,,,,,,,,,,,,,,
92.156,617.6176667,,,,,,,,,,,,,,
92.383,635.3076667,,,,,,,,,,,,,,
92.61,607.2413333,,,,,,,,,,,,,,
92.837,611.344,,,,,,,,,,,,,,
93.064,634.0333333,,,,,,,,,,,,,,
93.291,658.6443333,,,,,,,,,,,,,,
93.518,653.334,,,,,,,,,,,,,,
93.745,632.9763333,,,,,,,,,,,,,,
93.972,609.8156667,,,,,,,,,,,,,,
94.199,600.4206667,,,,,,,,,,,,,,
94.426,631.6126667,,,,,,,,,,,,,,
94.653,643.4736667,,,,,,,,,,,,,,
94.88,647.0853333,,,,,,,,,,,,,,
95.107,609.4343333,,,,,,,,,,,,,,
95.334,643.4386667,,,,,,,,,,,,,,
95.56,623.591,,,,,,,,,,,,,,
95.787,611.058,,,,,,,,,,,,,,
96.014,612.1106667,,,,,,,,,,,,,,
96.241,621.8376667,,,,,,,,,,,,,,
96.468,609.2046667,,,,,,,,,,,,,,
96.695,635.649,,,,,,,,,,,,,,
96.922,628.0743333,,,,,,,,,,,,,,
97.149,654.8103333,,,,,,,,,,,,,,
97.376,660.2183333,,,,,,,,,,,,,,
97.603,610.0436667,,,,,,,,,,,,,,
97.83,640.45,,,,,,,,,,,,,,
98.057,646.8933333,,,,,,,,,,,,,,
98.284,632.724,,,,,,,,,,,,,,
98.511,648.1446667,,,,,,,,,,,,,,
98.738,650.7893333,,,,,,,,,,,,,,
98.965,639.5753333,,,,,,,,,,,,,,
99.192,686.927,,,,,,,,,,,,,,
99.419,663.5043333,,,,,,,,,,,,,,
99.646,674.1283333,,,,,,,,,,,,,,
99.873,660.2126667,,,,,,,,,,,,,,
100.1,704.7773333,,,,,,,,,,,,,,
100.327,647.5343333,,,,,,,,,,,,,,
100.554,667.302,,,,,,,,,,,,,,
100.781,674.9563333,,,,,,,,,,,,,,
101.008,648.4563333,,,,,,,,,,,,,,
101.235,685.8716667,,,,,,,,,,,,,,
101.462,655.6496667,,,,,,,,,,,,,,
101.689,683.751,,,,,,,,,,,,,,
101.916,650.3886667,,,,,,,,,,,,,,
102.143,651.6513333,,,,,,,,,,,,,,
102.37,668.049,,,,,,,,,,,,,,
102.597,659.8706667,,,,,,,,,,,,,,
102.824,689.341,,,,,,,,,,,,,,
103.051,651.383,,,,,,,,,,,,,,
103.278,646.018,,,,,,,,,,,,,,
103.505,630.1626667,,,,,,,,,,,,,,
103.732,662.298,,,,,,,,,,,,,,
103.959,651.7716667,,,,,,,,,,,,,,
104.186,659.4483333,,,,,,,,,,,,,,
104.413,653.409,,,,,,,,,,,,,,
104.64,644.442,,,,,,,,,,,,,,
104.867,679.8146667,,,,,,,,,,,,,,
105.094,649.437,,,,,,,,,,,,,,
105.321,647.0803333,,,,,,,,,,,,,,
105.548,679.491,,,,,,,,,,,,,,
105.775,682.5273333,,,,,,,,,,,,,,
106.002,636.1753333,,,,,,,,,,,,,,
106.229,640.2443333,,,,,,,,,,,,,,
106.456,662.5203333,,,,,,,,,,,,,,
106.683,673.4276667,,,,,,,,,,,,,,
106.91,656.034,,,,,,,,,,,,,,
107.137,688.9956667,,,,,,,,,,,,,,
107.364,663.2446667,,,,,,,,,,,,,,
107.591,710.2996667,,,,,,,,,,,,,,
107.818,656.6803333,,,,,,,,,,,,,,
108.045,672.7913333,,,,,,,,,,,,,,
108.272,704.0603333,,,,,,,,,,,,,,
108.499,686.1696667,,,,,,,,,,,,,,
108.726,651.025,,,,,,,,,,,,,,
108.953,664.343,,,,,,,,,,,,,,
109.18,655.7753333,,,,,,,,,,,,,,
109.407,689.7193333,,,,,,,,,,,,,,
109.634,668.1953333,,,,,,,,,,,,,,
109.861,661.3813333,,,,,,,,,,,,,,
110.088,665.299,,,,,,,,,,,,,,
110.314,688.7246667,,,,,,,,,,,,,,
110.541,639.5623333,,,,,,,,,,,,,,
110.768,643.4253333,,,,,,,,,,,,,,
110.995,674.5486667,,,,,,,,,,,,,,
111.222,646.7186667,,,,,,,,,,,,,,
111.449,715.823,,,,,,,,,,,,,,
111.676,656.487,,,,,,,,,,,,,,
111.903,662.023,,,,,,,,,,,,,,
112.13,669.6683333,,,,,,,,,,,,,,
112.357,618.5366667,,,,,,,,,,,,,,
112.584,664.576,,,,,,,,,,,,,,
112.811,669.2,,,,,,,,,,,,,,
113.038,627.772,,,,,,,,,,,,,,
113.265,700.179,,,,,,,,,,,,,,
113.492,663.1866667,,,,,,,,,,,,,,
113.719,653.4116667,,,,,,,,,,,,,,
113.946,658.5876667,,,,,,,,,,,,,,
114.173,659.745,,,,,,,,,,,,,,
114.4,674.569,,,,,,,,,,,,,,
114.627,665.0063333,,,,,,,,,,,,,,
114.854,688.294,,,,,,,,,,,,,,
115.081,730.8533333,,,,,,,,,,,,,,
115.308,646.4986667,,,,,,,,,,,,,,
115.535,669.8623333,,,,,,,,,,,,,,
115.762,662.84,,,,,,,,,,,,,,
115.989,641.2053333,,,,,,,,,,,,,,
116.216,659.9853333,,,,,,,,,,,,,,
116.443,635.4183333,,,,,,,,,,,,,,
116.67,667.9756667,,,,,,,,,,,,,,
116.897,656.2366667,,,,,,,,,,,,,,
117.124,676.1106667,,,,,,,,,,,,,,
117.351,652.432,,,,,,,,,,,,,,
117.578,644.2146667,,,,,,,,,,,,,,
117.805,641.644,,,,,,,,,,,,,,
118.032,676.8463333,,,,,,,,,,,,,,
118.259,672.454,,,,,,,,,,,,,,
118.486,646.2386667,,,,,,,,,,,,,,
118.713,656.476,,,,,,,,,,,,,,
118.94,659.2683333,,,,,,,,,,,,,,
119.167,675.5023333,,,,,,,,,,,,,,
119.394,604.9176667,,,,,,,,,,,,,,
119.621,644.9383333,,,,,,,,,,,,,,
119.848,651.263,,,,,,,,,,,,,,
120.075,625.2566667,,,,,,,,,,,,,,
120.302,638.8816667,,,,,,,,,,,,,,
120.529,654.9116667,,,,,,,,,,,,,,
120.756,636.356,,,,,,,,,,,,,,
120.983,645.8233333,,,,,,,,,,,,,,
121.21,664.731,,,,,,,,,,,,,,
121.437,703.447,,,,,,,,,,,,,,
121.664,678.2283333,,,,,,,,,,,,,,
121.891,636.3223333,,,,,,,,,,,,,,
122.118,684.0606667,,,,,,,,,,,,,,
122.345,686.8263333,,,,,,,,,,,,,,
122.572,658.4436667,,,,,,,,,,,,,,
122.799,649.365,,,,,,,,,,,,,,
123.026,658.6406667,,,,,,,,,,,,,,
123.253,667.7643333,,,,,,,,,,,,,,
123.48,650.91,,,,,,,,,,,,,,
123.707,696.5313333,,,,,,,,,,,,,,
123.934,639.5806667,,,,,,,,,,,,,,
124.161,648.4346667,,,,,,,,,,,,,,
124.388,636.105,,,,,,,,,,,,,,
124.615,632.828,,,,,,,,,,,,,,
124.841,642.391,,,,,,,,,,,,,,
125.068,653.119,,,,,,,,,,,,,,
125.295,646.74,,,,,,,,,,,,,,
125.522,651.9296667,,,,,,,,,,,,,,
125.749,631.1843333,,,,,,,,,,,,,,
125.976,613.9806667,,,,,,,,,,,,,,
126.203,633.8306667,,,,,,,,,,,,,,
126.43,638.674,,,,,,,,,,,,,,
126.657,613.1213333,,,,,,,,,,,,,,
126.884,633.2706667,,,,,,,,,,,,,,
127.111,608.716,,,,,,,,,,,,,,
127.338,645.6173333,,,,,,,,,,,,,,
127.565,608.711,,,,,,,,,,,,,,
127.792,613.4866667,,,,,,,,,,,,,,
128.019,627.657,,,,,,,,,,,,,,
128.246,584.1913333,,,,,,,,,,,,,,
128.473,615.7096667,,,,,,,,,,,,,,
128.7,586.71,,,,,,,,,,,,,,
128.927,621.4583333,,,,,,,,,,,,,,
129.154,622.1566667,,,,,,,,,,,,,,
129.381,634.496,,,,,,,,,,,,,,
129.608,591.3966667,,,,,,,,,,,,,,
129.835,598.623,,,,,,,,,,,,,,
130.062,595.3333333,,,,,,,,,,,,,,
130.289,604.8903333,,,,,,,,,,,,,,
130.516,619.4306667,,,,,,,,,,,,,,
130.743,616.6723333,,,,,,,,,,,,,,
130.97,609.721,,,,,,,,,,,,,,
131.197,623.7556667,,,,,,,,,,,,,,
131.424,566.6433333,,,,,,,,,,,,,,
131.651,600.299,,,,,,,,,,,,,,
131.878,591.982,,,,,,,,,,,,,,
132.105,552.1453333,,,,,,,,,,,,,,
132.332,559.0356667,,,,,,,,,,,,,,
132.559,640.27,,,,,,,,,,,,,,
132.786,586.125,,,,,,,,,,,,,,
133.013,600.5456667,,,,,,,,,,,,,,
133.24,569.425,,,,,,,,,,,,,,
133.467,599.6463333,,,,,,,,,,,,,,
133.694,568.9773333,,,,,,,,,,,,,,
133.921,596.704,,,,,,,,,,,,,,
134.148,616.7003333,,,,,,,,,,,,,,
134.375,575.2853333,,,,,,,,,,,,,,
134.602,613.5106667,,,,,,,,,,,,,,
134.829,563.49,,,,,,,,,,,,,,
135.056,561.603,,,,,,,,,,,,,,
135.283,567.871,,,,,,,,,,,,,,
135.51,544.8763333,,,,,,,,,,,,,,
135.737,517.9173333,,,,,,,,,,,,,,
135.964,573.0093333,,,,,,,,,,,,,,
136.191,534.7516667,,,,,,,,,,,,,,
136.418,508.3183333,,,,,,,,,,,,,,
136.645,556.7443333,,,,,,,,,,,,,,
136.872,576.111,,,,,,,,,,,,,,
137.099,579.668,,,,,,,,,,,,,,
137.326,600.0666667,,,,,,,,,,,,,,
137.553,539.393,,,,,,,,,,,,,,
137.78,606.6606667,,,,,,,,,,,,,,
138.007,596.477,,,,,,,,,,,,,,
138.234,575.9266667,,,,,,,,,,,,,,
138.461,560.9073333,,,,,,,,,,,,,,
138.688,560.2726667,,,,,,,,,,,,,,
138.915,571.34,,,,,,,,,,,,,,
139.142,550.9006667,,,,,,,,,,,,,,
139.368,568.7343333,,,,,,,,,,,,,,
139.595,556.941,,,,,,,,,,,,,,
139.822,570.2396667,,,,,,,,,,,,,,
140.049,539.8746667,,,,,,,,,,,,,,
140.276,561.1586667,,,,,,,,,,,,,,
140.503,577.287,,,,,,,,,,,,,,
140.73,585.018,,,,,,,,,,,,,,
140.957,554.3243333,,,,,,,,,,,,,,
141.184,580.4796667,,,,,,,,,,,,,,
141.411,556.461,,,,,,,,,,,,,,
141.638,535.6693333,,,,,,,,,,,,,,
141.865,560.6036667,,,,,,,,,,,,,,
142.092,566.834,,,,,,,,,,,,,,
142.319,567.4503333,,,,,,,,,,,,,,
142.546,599.407,,,,,,,,,,,,,,
142.773,546.5786667,,,,,,,,,,,,,,
143,554.776,,,,,,,,,,,,,,
143.227,551.7333333,,,,,,,,,,,,,,
143.454,549.3033333,,,,,,,,,,,,,,
143.681,549.249,,,,,,,,,,,,,,
143.908,529.314,,,,,,,,,,,,,,
144.135,550.9993333,,,,,,,,,,,,,,
