"","SERCA_gray_avg_wd1","SERCA_gray_avg_wd2","SERCA_gray_avg_wd3","SERCA_gray_avg_wd4","SERCA_gray_avg_wd5","SERCA_gray_avg_wd6","SERCA_gray_avg_wd7","SERCA_gray_avg_wd8"
"63",605.1903333,757.131,517.971,455.2273333,540.638,502.976,512.6863333,426.654
"64",604.9703333,731.125,492.9836667,449.7993333,561.4253333,516.0743333,506.0193333,447.2036667
"65",606.8363333,716.7926667,478.6976667,458.9546667,573.7806667,513.382,489.0536667,450.2053333
"66",590.3093333,700.679,485.911,462.019,565.5516667,506.7243333,490.5783333,455.8416667
"67",598.628,684.1,480.428,441.3333333,558.05,527.5133333,510.8676667,460.6153333
"68",634.6506667,689.525,470.063,434.095,544.839,515.8446667,508.069,452.5933333
"69",651.2993333,694.575,478.5953333,443.856,559.5923333,513.843,484.25,447.1946667
"70",639.177,683.494,486.546,438.5606667,587.6846667,511.7386667,480.2153333,427.5033333
"71",613.261,679.0143333,501.3296667,425.8636667,561.3863333,503.3296667,493.294,453.9353333
"72",622.627,678.8033333,501.7573333,420.3866667,556.062,528.193,497.412,447.8433333
"73",634.5613333,662.5806667,495.909,436.5453333,568.7793333,519.09,493.5833333,424.2343333
"74",632.3553333,668.2236667,501.4036667,460.1783333,558.5046667,503.216,498.2843333,438.1173333
"75",642.641,674.177,497.918,468.7426667,511.0753333,510.7503333,496.2596667,460.6486667
"76",638.5323333,653.9066667,492.6366667,459.7083333,500.9763333,526.259,508.7253333,455.9273333
"77",621.4656667,654.1943333,492.0073333,451.6893333,534.4363333,539.9656667,524.534,446.5766667
"78",607.7423333,649.2103333,487.781,438,523.561,529.2393333,507.2256667,434.9283333
"79",622.769,667.2296667,489.933,435.2123333,524.5053333,507.367,494.196,456.1896667
"80",628.3663333,681.7293333,496.1256667,449.0796667,539.1486667,513.8026667,498.294,456.898
"81",637.1573333,683.1356667,500.7413333,468.227,552.8323333,512.612,507.5586667,431.2643333
"82",643.7266667,699.993,498.3833333,468.875,552.2756667,491.5383333,514.745,432.552
"83",638.2853333,694.559,485.1733333,464.091,513.9143333,491.6096667,505.0293333,431.129
"84",638.4863333,684.068,479.4643333,470.019,496.224,523.6483333,496.8923333,413.1476667
"85",636.0896667,679.454,503.1806667,471.28,526.1123333,531.2433333,496.892,405.8373333
"86",639.6256667,688.24,502.0063333,466.6403333,531.755,500.8626667,495.8333333,426.8746667
"87",633.8603333,727.7563333,494.3583333,457.909,528.1503333,492.7986667,488.0393333,431.9363333
"88",630.7633333,731.7236667,487.3383333,464.697,535.199,503.8063333,499.3726667,425.8103333
"89",637.8236667,721.101,490.7483333,467.5,534.325,494.1296667,510.0243333,442.899
"90",638.796,707.44,498.5286667,470.0413333,525.6406667,501.8783333,492.8626667,429.0276667
"91",638.2193333,681.995,487.3233333,472.9696667,510.7706667,523.1533333,479.5,429.322
"92",628.46,691.0053333,482.5023333,458.1363333,517.3636667,507.6586667,479.4116667,419.871
"93",623.3976667,712.1313333,497.2313333,456.0453333,550.826,519.932,494.0343333,415.9863333
"94",634.0786667,709.3183333,499.4946667,465.2463333,533.2976667,524.8246667,514.0196667,441.689
"95",646.3056667,690.2836667,488.5056667,458.5603333,497.4336667,508.799,511.2546667,415.2746667
"96",627.124,677.4163333,471.882,460.0833333,515.6336667,515.4783333,515.039,403.772
"97",631.2956667,691.8893333,482.2186667,462.8486667,529.2393333,519.0383333,523.7256667,466.394
"98",650.468,691.0753333,497.24,456.163,523.6223333,502.2696667,504.5293333,452.6246667
"99",640.013,676.8493333,498.8713333,467.1366667,522.2023333,497.4056667,500.152,425.3723333
"100",626.616,671.551,494.9903333,470.7916667,519.7186667,516.4033333,499.4706667,411.564
"101",628.1046667,679.3766667,498.021,467.727,517.691,516.0773333,493.4606667,425.8156667
"102",634.2043333,681.3863333,492.3613333,467.2273333,511.0316667,505.3196667,492.5096667,431.004
"103",621.986,678.5056667,487.5896667,463.985,529.7386667,510.8106667,490.9166667,436.4856667
"104",630.575,694.2306667,485.7283333,474.1513333,489.9683333,523.6133333,499.343,421.944
"105",651.5106667,693.8696667,492.399,476.841,474.7716667,511.1703333,504.6863333,391.2476667
"106",637.9933333,685.2196667,508.91,473.5723333,507.4966667,503.41,509.5393333,410.102
"107",618.1026667,678.9663333,493.2323333,477.303,497.6646667,509.5663333,519.3823333,431.564
"108",610.2103333,663.7416667,500.7496667,471.8486667,497.1516667,498.1246667,497.598,438.156
"109",613.2366667,669.4373333,513.2463333,464.7423333,506.099,512.1083333,465.098,440.078
"110",620.6316667,666.558,502.2916667,462.0643333,515.001,532.3993333,474.3433333,438.8986667
"111",621.1443333,653.4226667,493.6936667,452.8333333,528.5543333,526.1286667,493.936,424.4926667
"112",621.969,673.7,508.1056667,450.814,543.861,499.25,495.6763333,423.24
"113",621.7846667,690.3676667,505.563,474.7576667,535.7966667,492.0106667,499.5096667,434.6966667
"114",632.3293333,678.8966667,499.9026667,482.6966667,527.0496667,504.8756667,493.7256667,424.4653333
"115",637.633,688.2176667,496.246,471.3333333,524.6643333,501.6326667,491.7696667,435.4243333
"116",632.7396667,692.6413333,484.692,463.485,514.7373333,502.135,491.6276667,440.3163333
"117",631.3273333,673.5213333,502.985,472.5226667,515.567,501.522,481.3676667,434.2683333
"118",636.0316667,663.1376667,493.546,473.6513333,499.567,513.3806667,494.039,434.147
"119",641.751,672.7193333,509.4943333,474.9546667,494.036,525.501,495.348,449.9616667
"120",655.3616667,677.6416667,501.0233333,475.3373333,498.3073333,524.22,475,426.0673333
"121",653.7716667,676.9816667,493.2186667,459.265,525.1566667,518.2003333,467.049,425.042
"122",646.7966667,678.6913333,501.5503333,457.7083333,505.5536667,503.7263333,471.2646667,425.6166667
"123",630.8666667,663.105,493.7976667,455.924,515.3696667,500.2013333,474.76,421.0426667
"124",630.998,677.3136667,490.0486667,458.3556667,525.1166667,502.9033333,485.4313333,418.883
"125",631.7026667,696.7916667,500.0013333,469.932,526.5726667,500.2233333,497.1373333,415.158
"126",625.294,702.6383333,510.069,476.663,482.2056667,505.6863333,504.5296667,425.2783333
"127",617.7496667,688.1493333,506.2723333,472.591,517.7656667,521.2813333,505.6176667,433.6113333
"128",632.155,664.6543333,491.079,467.9623333,493.8686667,520.7093333,486.0393333,426.9096667
"129",645.7623333,667.851,495.4176667,468.0986667,511.1263333,532.6053333,486.289,418.858
"130",642.9366667,676.7266667,510.9336667,470.7423333,503.845,524.788,501.6473333,442.992
"131",628.4196667,667.582,520.4196667,474.3483333,494.0443333,520.9653333,484.2696667,440.2733333
"132",620.1653333,661.5586667,505.341,488.9656667,515.453,529.9346667,471.5003333,417.477
"133",625.1746667,654.7263333,500.447,489,510.6303333,510.6913333,482.9213333,424.678
"134",626.2866667,655.6223333,501.4293333,475.9696667,498.103,514.7123333,484.6173333,413.729
"135",643.103,662.0943333,504.968,481.485,507.99,524.8326667,475.2843333,437.8243333
"136",666.06,657.0866667,505.811,482.269,480.006,514.1576667,483.657,454.078
"137",658.65,647.976,495.8566667,477.3406667,477.1753333,507.4106667,497.5833333,425.991
"138",649.3296667,639.2403333,497.736,478.2916667,458.516,510.4556667,483.569,427.6863333
"139",658.5223333,656.017,497.571,477.091,474.866,536.4326667,468.0983333,448.9633333
"140",668.7163333,669.5543333,500.1426667,468.6326667,489.351,520.9136667,473.2843333,440.781
"141",664.2133333,644.971,504.4536667,465.5683333,524.748,501.211,487.25,447.206
"142",658.7363333,639.053,513.7593333,464.6703333,505.702,514.1303333,487.3333333,441.0526667
"143",654.8413333,675.416,489.716,458.6516667,504.4236667,529.72,484.044,431.2533333
"144",663.47,666.5453333,488.9843333,468.875,494.1496667,531.934,480.01,436.6786667
"145",648.6673333,636.9576667,502.0913333,482.9166667,497.2763333,528.1576667,480.5246667,445.71
"146",636.8106667,628.8176667,512.2233333,481.4393333,530.86,555.2516667,483.9506667,451.5276667
"147",648.5926667,645.1193333,520.6553333,480.6513333,514.5516667,544.421,488.1373333,443.64
"148",643.9886667,660.0206667,511.608,478.2803333,525.4176667,536.241,501.304,431.4786667
"149",643.2916667,641.2073333,521.1113333,462.9546667,497.197,527.7776667,518.946,447.8276667
"150",662.5753333,638.012,520.471,462.3103333,523.608,538.13,502.804,435.5906667
"151",663.8453333,641.0336667,502.682,467.5756667,513.959,536.1423333,476.5343333,423.2646667
"152",657.052,639.3433333,499.0143333,470.299,501.8406667,518.5886667,485.598,446.2816667
"153",671.7916667,642.573,513.7973333,478.0226667,501.941,543.5983333,490.206,438.4953333
"154",682.4446667,645.5146667,513.3413333,462.0036667,485.159,551.671,508.5,416.28
"155",668.9733333,650.9956667,515.1293333,450.8333333,479.5213333,547.6213333,507.1666667,430.109
"156",668.6766667,654.9613333,526.5723333,462.038,495.4456667,561.991,477.7646667,416.4243333
"157",680.3776667,650.0816667,520.991,477.826,481.8546667,566.588,474.9363333,422.4016667
"158",682.9826667,648.2083333,526.2006667,483.1553333,465.6813333,549.0906667,492.706,431.9206667
"159",682.9776667,645.864,520.481,482.9393333,481.4256667,524.626,494.3086667,433.7026667
"160",672.8083333,633.3053333,519.9983333,477.5076667,462.5696667,559.8043333,468.4116667,447.336
"161",667.483,627.2703333,519.9186667,471.6136667,490.2746667,581.2453333,478.995,442.357
"162",665.8966667,631.4633333,520.989,485.004,498.411,556.798,502.402,422.906
"163",666.869,642.4746667,540.743,484.1063333,513.8213333,532.6936667,508.897,419.3633333
"164",672.8163333,634.4523333,547.8403333,471.443,513.307,529.577,504.3336667,425.4756667
"165",680.3086667,621.362,550.6186667,479.9316667,512.565,561.9333333,490.9213333,441.565
"166",691.256,616.023,529.7416667,502,503.305,539.0676667,493.1273333,461.0913333
"167",690.6536667,618.6486667,535.455,516.0303333,503.1833333,526.788,491.706,446.6226667
"168",696.43,621.976,549.705,495.4543333,506.144,549.6943333,499.4116667,435.013
"169",705.3763333,628.2216667,528.629,474.4923333,495.6023333,556.0653333,515.853,425.846
"170",704.5636667,628.4896667,517.6546667,478.8223333,488.2043333,554.2113333,518.441,431.1063333
"171",703.024,623.4976667,523.3436667,467.9546667,510.356,580.3693333,509.4166667,430.235
"172",696.5363333,620.2853333,527.9563333,471.6626667,497.7703333,565.455,507.3336667,446.2276667
"173",685.887,613.589,520.3726667,493.3106667,496.089,542.7906667,506.6763333,430.1113333
"174",674.5026667,631.152,531.803,494.2956667,484.3426667,552.8846667,517.294,446.0856667
"175",675.4726667,651.678,521.6696667,490.4543333,521.7946667,559.0046667,522.1373333,443.7396667
"176",680.257,645.89,539.8806667,502.6666667,492.3063333,575.265,496.0293333,435.9516667
"177",679.918,622.4883333,556.5806667,497.0833333,503.845,565.8856667,489.333,478.5863333
"178",680.741,604.8903333,547.9433333,486.485,509.803,567.043,484.1276667,484.894
"179",691.9803333,605.7633333,537.9196667,488.3636667,526.641,578.135,474.848,444.6623333
"180",708.83,616.4943333,525.2,485.163,526.0766667,579.367,488.6863333,418.7233333
"181",725.174,640.9213333,538.769,492.0303333,471.821,579.0426667,497.9413333,434.252
"182",731.2486667,632.8786667,545.7296667,505.0073333,472.5083333,589.587,499.1373333,442.596
"183",720.292,628.5223333,559.6563333,507.8033333,511.471,575.7176667,499.6863333,429.2803333
"184",718.081,631.7573333,574.2296667,494.2273333,513.642,555.9933333,497.51,448.6453333
"185",729.5053333,631.1666667,572.6196667,493.0226667,518.3126667,555.859,489.6176667,434.5103333
"186",735.2103333,630.1156667,571.423,500.3636667,486.3313333,548.3053333,484.9216667,441.3736667
"187",728.6056667,631.597,555.174,501.4393333,521.58,552.7836667,495.0003333,451.992
"188",713.386,637.458,537.886,502.625,525.582,556.3273333,503.1666667,410.7673333
"189",718.166,633.7476667,533.895,517.341,493.69,558.9626667,498.8333333,429.234
"190",733.391,623.4246667,522.6303333,527.4393333,530.6593333,563.5183333,506.461,442.561
"191",746.2703333,609.7773333,522.4326667,518.2273333,483.7453333,575.5516667,497.858,460.6073333
"192",743.1783333,624.853,547.662,506.0076667,458.1126667,584.2456667,483.441,464.6733333
"193",727.053,650.434,561.891,505.3406667,521.877,604.59,475.461,453.9936667
"194",721.284,646.87,547.971,509.015,505.0886667,637.864,473.9313333,457.6136667
"195",735.1873333,646.268,550.3593333,489.1816667,518.9796667,611.024,498.7796667,446.575
"196",755.7106667,663.956,551.3906667,493.61,497.1343333,581.8873333,523.6766667,436.8033333
"197",753.5513333,678.91,541.8193333,532.8106667,509.2716667,585.2306667,522.3726667,450.9226667
"198",752.5803333,679.327,538.4693333,540.337,499.4836667,595.6256667,506.2253333,469.3153333
"199",754.2486667,658.7336667,551.271,517.5,488.8276667,597.9006667,508.9506667,461.7683333
"200",755.084,641.538,562.2146667,509.0833333,490.895,567.983,511.559,441.0203333
"201",761.2796667,646.6203333,557.2573333,504.1893333,522.905,576.6576667,507.9703333,438.7896667
"202",765.1166667,651.9106667,547.004,485.2613333,546.095,593.092,505.451,447.4756667
"203",759.2116667,645.8326667,551.5256667,489.273,515.462,573.0983333,498.6616667,466.3003333
"204",754.242,631.388,558.1366667,502.924,492.2063333,561.8866667,502.1373333,458.3483333
"205",766.3263333,632.1566667,545.509,517.879,536.4133333,566.1146667,498.8333333,454.3493333
"206",768.0406667,642.7913333,561.5443333,534.4923333,513.077,564.729,487.7156667,442.2413333
"207",752.496,649.5163333,549.2846667,529.212,512.8183333,567.238,492.799,447.9346667
"208",757.7403333,648.402,553.0553333,520.97,518.421,595.2116667,513.755,497.7756667
"209",774.973,642.197,567.217,520.7653333,529.44,587.418,515.1616667,459.9023333
"210",776.7206667,648.7933333,580.7603333,529.875,523.905,573.1926667,502.8626667,475.3216667
"211",773.796,668.6996667,558.7933333,532.409,564.1783333,582.108,504.2353333,473.818
"212",788.6333333,670.993,542.187,535.7273333,482.6716667,569.0203333,515.2156667,468.3453333
"213",796.2413333,648.7706667,561.357,532.841,504.746,564.1443333,521.005,446.8106667
"214",796.7836667,624.741,573.775,523.0986667,513.9943333,563.6936667,515.157,450.029
"215",785.5176667,644.565,564.5096667,524.9696667,521.1346667,571.5683333,517.24,466.469
"216",772.452,672.8863333,547.552,519.712,545.975,591.7783333,517.235,478.7763333
"217",779.4143333,678.9073333,541.432,530.1366667,534.963,592.453,521.0486667,454.3483333
"218",784.299,663.1453333,564.015,545.4696667,504.5193333,602.629,525.059,458.555
"219",794.387,659.7446667,568.8293333,541.803,493.691,589.5713333,522.9656667,466.4816667
"220",798.867,684.3283333,548.746,544.5343333,517.1153333,584.5786667,524.2646667,476.0023333
"221",800.205,693.4516667,538.73,534.5,511.082,593.7643333,523.4216667,466.0636667
"222",805.8483333,674.907,540.7596667,523.0493333,532.6453333,594.545,532.5,473.414
"223",814.586,652.9643333,568.737,530.1513333,507.216,594.9166667,526.799,454.4846667
"224",823.9376667,662.8176667,563.5533333,546.0606667,497.3746667,588.7776667,525.3036667,465.0356667
"225",827.1233333,657.5293333,544.1706667,557.265,508.1656667,600.547,526.1813333,452.7583333
"226",824.1256667,666.214,556.1176667,561.265,511.018,598.3716667,529.314,462.5243333
"227",829.6073333,669.8923333,564.7783333,553.2576667,520.4676667,601.5113333,521.495,476.7276667
"228",838.391,663.3256667,567.4543333,537.7993333,552.2203333,609.91,494.2156667,456.4216667
"229",847.771,636.5576667,548.1323333,535.826,540.1736667,620.1443333,500.6616667,476.651
"230",848.7313333,655.364,524.5566667,544.7686667,518.6796667,624.0216667,534.6276667,494.4106667
"231",837.8666667,698.573,542.309,544.712,502.2393333,614.9356667,539.6863333,476.3893333
"232",829.2403333,700.8876667,563.3756667,531.5416667,520.4573333,601.142,524.392,458.6056667
"233",833.707,691.6666667,557.432,543.288,519.3036667,598.1316667,522.8086667,453.2543333
"234",860.8133333,686.5283333,549.0723333,552.6363333,532.28,631.3783333,540.9706667,472.7846667
"235",862.59,669.1126667,567.382,555.6366667,544.0646667,647.545,545.049,459.613
"236",846.9253333,662.116,571.459,565.1933333,549.332,632.885,528.1763333,468.7816667
"237",857.1883333,692.5446667,550.11,558.0983333,548.57,639.8013333,531.402,470.2976667
"238",843.86,702.926,564.2996667,549.269,583.0053333,636.4326667,530.696,507.378
"239",843.2916667,696.438,561.8786667,548.606,559.5886667,605.681,532.6666667,468.3573333
"240",848.755,681.7586667,550.3686667,554.091,542.2653333,613.9083333,530.0096667,444.8713333
"241",842.0253333,666.3736667,549.7763333,551.7426667,560.5886667,622.0543333,529.701,473.932
"242",845.05,666.514,538.1526667,552.9433333,567.3306667,630.9653333,559.363,450.332
"243",859.2783333,666.8413333,563.929,567.3333333,563.5633333,634.214,562.2696667,464.1303333
"244",864.0126667,673.372,564.1083333,576.057,563.5653333,635.0446667,546.5786667,447.0346667
"245",865.2636667,678.6446667,555.8243333,571.7196667,550.357,636.46,561.3286667,477.8116667
"246",894.2753333,677.949,562.5323333,578.4316667,547.882,634.2673333,572.9606667,467.283
"247",917.083,702.5686667,557.6656667,581.3026667,546.481,623.77,560.691,492.3953333
"248",927.4166667,713.7313333,578.0906667,583.0646667,557.169,611.271,540.647,490.6123333
"249",903.0853333,709.5056667,577.9966667,597.7653333,553.1436667,637.665,547.255,493.5166667
"250",887.7853333,722.433,566.46,594.0226667,560.5276667,636.973,567.402,457.78
"251",911.0903333,727.207,566.9016667,580.742,559.801,649.1426667,568.5786667,462.839
"252",903.3496667,724.6826667,553.684,579,569.064,660.4766667,575.7453333,457.6423333
"253",906.954,749.0856667,563.8246667,579.417,581.5843333,654.41,588.0296667,477.657
"254",929.1946667,754.701,575.4183333,587.9583333,544.792,661.0463333,585.9703333,491.772
"255",909.362,715.894,556.5906667,595.6816667,541.6723333,662.8823333,569.6716667,455.781
"256",885.6156667,704.1823333,593.685,598.2006667,530.6673333,666.928,550.6666667,480.3683333
"257",910.3406667,708.7373333,598.1816667,613.2726667,568.623,674.7403333,548.157,523.0623333
"258",935.9336667,715.2783333,584.017,612.5716667,573.388,675.1493333,565.9316667,489.239
"259",926.5226667,741.4693333,588.1086667,602.576,588.9846667,691.6263333,570.1813333,481.33
"260",924.0363333,716.1916667,580.3253333,602.511,573.982,677.7223333,569.2746667,469.773
"261",939.7306667,692.067,571.41,601.553,565.473,663.4256667,581.608,475.221
"262",934.9256667,708.19,598.319,590.6856667,585.756,676.741,566.4703333,489.739
"263",928.842,735.172,613.5116667,589.2576667,602.0283333,669.0976667,544.534,526.1776667
"264",918.2006667,720.3006667,628.5733333,605.5076667,609.0756667,659.621,550.9116667,505.784
"265",918.3303333,716.068,591.676,620.4166667,588.2686667,666.892,567.0196667,527.1646667
"266",938.3596667,725.5043333,592.451,621.288,541.1216667,681.66,563.1076667,495.9573333
"267",960.952,752.6316667,582.631,607.7273333,579.949,691.179,548.6323333,496.8673333
"268",980.4396667,758.7326667,577.9983333,606.087,587.501,711.89,561.059,499.494
"269",981.1756667,760.5563333,575.365,610.091,592.21,713.6726667,580.0736667,510.9486667
"270",972.4726667,757.9063333,603.125,596.822,615.3913333,703.949,584.912,503.3923333
"271",984.5276667,773.7856667,601.3886667,580.106,606.125,723.8966667,579.1913333,517.507
"272",990.873,744.3076667,583.9796667,599.25,607.3666667,743.7773333,577.941,512.3033333
"273",959.9223333,761.427,580.5396667,610.6363333,593.1386667,717.7116667,602.6666667,524.3023333
"274",914.828,769.5013333,606.6353333,601.7463333,612.5013333,713.0876667,599.0683333,510.426
"275",916.397,758.4643333,591.4716667,616.8636667,638.4446667,744.967,584.892,497.2043333
"276",940.4616667,767.9086667,610.838,621.5416667,605.179,743.595,608.7743333,499.9063333
"277",939.3693333,781.1306667,591.2123333,622.091,583.3586667,721.2163333,608.691,527.4
"278",931.0906667,773.1696667,575.8543333,635.3786667,593.254,738.5466667,596.6473333,511.4096667
"279",925.5466667,777.9883333,600.7516667,633.4696667,607.839,757.7043333,606.0836667,500.7946667
"280",924.758,773.295,619.6526667,616.0873333,639.451,747.0516667,617.1766667,485.2616667
"281",929.3383333,789.326,594.7773333,603.6666667,608.2746667,720.8386667,634.7353333,503.5603333
"282",919.665,794.7843333,611.999,599.3523333,624.724,729.344,621.843,545.252
"283",917.048,769.8423333,596.0623333,600.394,628.2473333,750.1666667,604.2403333,517.944
"284",924.115,773.3776667,590.5866667,613.2913333,633.9236667,746.145,612.549,519.1206667
"285",929.728,779.8633333,622.14,625.0153333,657.6576667,740.8613333,608.5293333,526.7116667
"286",930.0616667,808.8066667,628.9373333,624.216,667.4466667,753.723,599.559,522.438
"287",932.4816667,802.7496667,651.7146667,624.8333333,670.1033333,757.3506667,604.5046667,505.5063333
"288",925.5526667,786.3566667,611.9783333,617.1176667,666.9913333,747.8936667,623.9606667,519.7143333
"289",911.825,791.177,612.6546667,622.6593333,662.615,765.4753333,642.696,529.4403333
"290",917.2646667,786.4946667,643.771,604.2346667,662.268,794.0783333,640.3333333,546.199
"291",917.4716667,786.707,610.019,581.2876667,672.472,797.549,625.01,544.6253333
"292",910.023,795.8596667,590.889,608.2156667,671.5433333,776.018,613.5883333,539.491
"293",929.35,791.727,602.9686667,605.3936667,696.662,792.398,616.9803333,559.3063333
"294",928.9086667,813.2976667,610.9676667,598.9926667,699.067,825.75,630.5393333,543.762
"295",916.854,815.894,608.61,598.1666667,686.7036667,801.3126667,639.6376667,581.1993333
"296",926.7786667,825.1753333,589.75,588.504,693.4733333,784.232,635.314,568.532
"297",943.0886667,821.35,602.445,590.1363333,660.7866667,806.5553333,636.451,525.397
"298",941.502,823.4046667,613.592,593.4583333,677.0663333,833.43,643.01,528.4186667
"299",929.397,812.4156667,592.9793333,599.6816667,668.9116667,847.717,664.8186667,568.6883333
"300",925.0406667,842.9883333,612.7226667,584.4773333,663.984,855.6336667,676.853,555.9276667
"301",900.824,843.4706667,615.0566667,588.462,657.0826667,845.9256667,665.696,557.9013333
"302",887.6446667,828.6503333,625.8296667,606.689,652.226,821.8076667,668.706,559.7843333
"303",909.7193333,800.4283333,631.8226667,593.106,693.167,829.9683333,668.191,590.8393333
