POSITION,old_mCherry_avg_wd1,old_mCherry_avg_wd2,old_mCherry_avg_wd3,old_mCherry_avg_wd4,old_mCherry_avg_wd5,old_mCherry_avg_wd6,old_mCherry_avg_wd7,old_mCherry_avg_wd8,old_mCherry_avg_wd9,old_mCherry_avg_wd10,old_mCherry_avg_wd11,new_orai_avg_wd2,new_orai_avg_wd3,new_orai_avg_wd4,new_orai_avg_wd5,new_orai_avg_wd6,new_orai_avg_wd8,old_orai_avg_wd1,old_orai_avg_wd2,old_orai_avg_wd3,old_orai_avg_wd4,old_orai_avg_wd5,stim_avg_wd2,stim_avg_wd3,stim_avg_wd4,stim_avg_wd6,stim_avg_wd7,stim_avg_wd8,stim_avg_wd9,stim_avg_wd10,stim_avg_wd11,stim_avg_wd12,disc1-WT-Avg,disc2-WT-Avg,disc3-WT-Avg,disc4-WT-Avg,disc5-WT-Avg,disc6-WT-Avg,disc7-WT-Avg,disc8-WT-Avg,disc10-WT-Avg,disc11-WT-Avg,disc12-WT-Avg,disc13-WT-Avg,disc15-WT-Avg,disc1-Avg-Best2,disc3-Avg-Best2,disc4-Avg-Best2,disc5-Avg-Best2,disc6-Avg-Best2,disc7-Avg-Best2,disc8-Avg-Best2,disc9-Avg-Best2,disc10-Avg-Best2,disc11-Avg-Best2,disc12-Avg-Best2,disc13-Avg-Best2,disc14-Avg-Best2,new_mCherry_avg_wd2,new_mCherry_avg_wd5,new_mCherry_avg_wd6,new_mCherry_avg_wd7,new_mCherry_avg_wd8,new_mCherry_avg_wd9,new_mCherry_avg_wd10,new_mCherry_avg_wd11,SERCA_gray_avg_wd3,SERCA_gray_avg_wd4,SERCA_gray_avg_wd6,SERCA_gray_avg_wd7,SERCA_gray_avg_wd9,SERCA_gray_avg_wd10,SERCA_gray_avg_wd11,SERCA_gray_avg_wd12,SERCAmCherry_gray_avg_wd1,SERCAmCherry_gray_avg_wd4,SERCAmCherry_gray_avg_wd5,SERCAmCherry_gray_avg_wd6,SERCAmCherry_gray_avg_wd8,SERCAmCherry_gray_avg_wd9
0,0,0,0,0,0,0,0,0,0,0,0,70.8,72.2,37.2,64,23.5,56.5,3.3,-8.1,-140.8,58.7,31.9,-202.3,-108.2,43.6,-61.4,265,103.6,98.4,-76.4,-54.5,92.4,-81.2,34.2,-135.4,-184.3,26.5,20.5,-127.6,-44.7,-47.1,-126,22,100,-56.2,0,0,0,0,0,0,0,0,0,0,0,0,0,190.7,97.4,164.3,183.9,129.5,157.6,110.5,62.4,135.4,224.5,215.7,140.1,354.1,228.6,134.7,347.8,570.4,462.8,227.1,484.8,227.3,623.8
0.227,-16.1,-47,6,20.5,8.3,-59.4,-14.3,28.1,-48,-98.5,28.6,76.6,84.7,56.5,42.8,25,58.1,-46.4,-47.1,-112.9,96.8,-20.8,-215.5,-87.6,50.5,-94.6,242.3,74.3,128.5,-27.7,-77.9,107,-215.7,-65.6,-157.7,-167.7,69,-164,140.6,-80.1,-106.6,-89.5,-34.5,45,-143,82.3,-25,29.8,0.4,-17.3,21.7,125.6,-48,-59,122.9,116.9,-46.3,-51.6,200.7,87.4,172.6,178.8,109.5,159.7,98.9,49.5,789.8,436.2,315.2,387.4,490.8,793.2,423.9,513.7,793.9,1018.1,390.1,892.8,416.3,844.9
0.454,38.1,42.7,11.5,10.5,-65.1,-43.3,5.6,48.5,-69.2,-91.8,-58.1,86.2,66.3,48.2,48.3,33.1,56.3,-15,-72,-73.1,-18.4,14.4,-231.7,-141.1,66.4,-50.4,261.8,105.6,61.6,-82,-73.6,56.4,-83.2,-134.4,-153.7,-119.1,-13.5,-132.5,77,-53.7,-78.2,-36.5,-30.6,33,-126.4,37.3,-12,122.4,-25.3,-18.4,49.2,129.2,-71.9,-115,93.6,67,-10.8,-25.3,205.8,72.8,175.2,188.5,108.2,133.3,96.6,71.5,929.7,520.3,387.7,563.7,417.3,653,358,418.7,906.5,870.4,457.1,740.4,504.1,977.5
0.681,-35.3,104.3,74.8,-112.8,57.2,-20.3,-66.4,28.7,-29.1,-66.5,-19.9,103,83,32.6,45.9,48.7,59,-93.3,-51.1,-50.2,-21.1,46.6,-212.9,-34.2,26.6,-13.5,323.8,14.6,63.5,-38.8,-72.8,13.1,-125.5,-182.8,-152.8,-166.7,24,10.5,120.9,-140.7,-102.5,-109,-4.3,80,-174.4,82.9,-25.5,62.9,10.1,-59.9,37,84.7,-23.4,-269,64.7,159.8,-47.6,-49.4,222,68.1,175.1,188.6,117.3,136.1,107.8,66.9,692.6,791,540.9,563.2,290.1,644.1,389,499.3,1019,759,505.3,663.5,499.5,696.5
0.908,5.4,51.5,85.7,-97.4,-27.5,10.2,-33.8,-47.8,-107.9,-40.3,-130.6,81.8,64.5,41.9,60.4,54.7,58.3,-52,-56.3,-79.5,34.7,57.9,-209.4,-34,-50,-54.4,235,18.6,-20.5,-12.1,-84.3,33.1,-177.1,-134.3,-99,-98.5,30,-116,60,-138.8,-123.1,-97.5,2.7,73,-147.7,115.7,-98,77.8,-17.1,-55.4,40.1,-8.1,39.9,-209,56.7,125.4,8.7,-18.2,216.7,71.5,203.2,176.8,105.4,119.3,94.2,90.8,531.8,605.4,586.1,471.9,465.3,758.4,579.8,773.4,859.6,803.4,502.9,808.6,433,832.4
1.135,59.5,131.9,101.2,-66.2,34.5,68.9,-15.3,16.3,-68.2,-149.1,-62.2,50.9,69.8,52.3,61.9,44.5,86.1,-55.5,-3.9,-120.1,-103.4,95.2,-230,-74.9,-67.4,-0.3,239,-45.2,-63.5,-48.1,-113.9,-10.9,-97.6,-145.1,-83.9,-148.3,12,-85.5,96.7,-97.1,-123.5,-147,-33.9,-2,-118.5,62.6,-96,71.2,6.1,-48.7,63.2,72.4,-83.8,-256.5,100.3,199.9,-42.9,-28.2,206.6,62.9,169.1,173.2,117.4,126.6,85.8,93.1,623.1,561.1,541.5,469.3,357.2,541.2,625.6,723.5,848.4,1124.6,628.5,781.4,489.5,789.2
1.362,21.4,129.9,58.9,-61,94.9,6.1,39.5,-58.6,-39.9,-71,-72.3,69.8,63.2,52.3,64.8,33.9,72.7,-140.1,-143.9,-164.1,-91,90,-265.1,-53.1,78.7,-30.1,205,-42.8,34.8,-8.5,-11,16.6,-138,-126.7,-114,-132.6,-3,-89,44.3,-77.8,-168.9,-74,-57,12,-147.4,41,-116,92,-30.3,-37,11.5,117.2,-20.6,-139,31.5,72.6,0.7,-46.4,196.6,56,165.9,159.3,119.1,160.8,90.3,83,632.5,483.8,529,564.5,297.9,560.9,497.2,701.7,994.2,1139.7,661.2,708.9,451.7,1036
1.589,82,36.4,34.5,-90.8,127.7,-6.3,19.5,-10.7,-64.4,-162.5,-65.4,64.2,70.5,51.6,63.6,34.5,47.6,10.8,-33.4,-128.5,-175.8,111,-270.6,-102,47,-16.1,266.3,39.1,-1.9,-12.8,-70,43.6,-63.7,-201.9,-110.9,-125.2,-3.5,-197,136.9,-88.5,-88.7,-165.5,3.2,16.5,-124.5,-2.1,-8,89.8,11.7,7.2,-23,131.3,-26.2,-179,129.8,186.2,-41,-41.1,198.5,103.3,197.7,161.4,113.1,140.2,100.4,79.4,590.7,366.6,494.3,646.7,613.3,756.2,487.4,456,1021.1,862,510.9,626.6,482.1,1009.4
1.816,5.8,4.8,44.7,-145.2,56.7,8.2,-4,-42.4,-46.1,-36.5,-103.7,50,99.8,53.9,60.5,38.9,77.6,-34.3,32.8,-150.9,-157,67.6,-256.9,17.4,-41.6,-0.9,184,99.4,30.2,-14.8,-77.4,40.5,26.1,-154.7,-178.3,-155,-46,-93,42,-129.1,-122.9,-104,-25,29,-224.1,79.7,8.5,76.8,-77.8,15.3,-26.1,138.6,-18,-158,120.5,29.5,-23.3,-84.1,191.5,115.8,197.6,182.1,113.1,136.5,106.6,78.5,668.6,406.4,603.3,707.6,716.4,810.9,541.6,399.6,991.1,686.9,388,514.2,684.2,986.4
2.043,5.4,-33.9,5.8,-29,-36.9,83,5.6,-33.5,-95.8,-68.3,-95.8,60.2,84.7,69.6,54.1,38.2,81,25.5,-79,-166.2,-251,9.7,-291.9,-24,111.8,-13.9,211.8,104.1,11.4,18.7,-22.7,-44.9,-115.2,-125.5,-149.4,-172.4,1,-77,131.5,-81.8,-134,-64.5,-71.5,111,-182.8,23.7,-72,82.6,-7.7,17.6,99.4,1.8,-65.2,-236.5,-23.6,122.8,-9.1,-35.1,180.7,96.1,181.4,180.7,94.6,141.5,105.8,84.5,623,443.9,587.1,625.3,612.3,749.4,552.9,299.1,773.7,703.6,452.4,442,669.6,1110.1
2.27,7.9,41.6,90,-115.5,-70.9,31.3,73.8,21.1,-90,-103.5,-62.4,84.2,89.7,48.8,58.8,41.9,77.4,-37.4,-108.5,-226.2,-234,101.5,-287.8,-22.6,15.4,-3.6,159,66.5,-5.7,-1.1,-48.8,-73.5,-42,-184.4,-148.5,-159.4,-1.5,-161,128.5,-101.8,-62.6,-30.5,-40.2,26,-185.2,24.9,-7.5,78.7,-35.1,18.1,117.6,77.7,-22.7,-214.5,54.6,55,-74.4,-38.7,182.3,88.4,153.8,163.2,103.3,107,107.6,96.2,580.3,649.1,429.7,494.7,413.7,818.9,623.9,276.1,884.1,886.6,495.4,379.1,645,593
2.497,20.5,-73.2,48.6,-61.1,-56.5,123.1,35.4,46.3,56.7,-102.5,-111.7,93.4,66.7,49,33.6,44.7,66.7,-106.9,-48.4,-203,-179.7,-44.7,-276.9,-33.4,41,-98.3,145,54.2,-148.1,25.9,-33.2,-86.9,-133,-140.3,-149.2,-137.4,-2.5,-201,92.9,-71.7,-92.9,-233.5,43.3,48,-167.7,66.5,-81,127.7,15.4,24.9,78,152,-5.7,-15.5,74.3,128.9,-1,-130.5,190.1,70.9,146.3,165.2,107,103.5,119.8,98.7,483.6,738.7,395.9,490.9,480.5,722.6,582.6,510.1,915.7,931.9,571.9,566.7,691.9,687.6
2.724,48.5,-82.9,17.5,-108.1,-67.4,137.3,63.9,-9.6,38.8,-130.5,-101.9,91.1,53.3,39.1,41.9,44.1,54.9,34.8,-1.8,-270.8,-121,76.2,-295.2,-92.3,116,42.9,184.3,61.9,-66.7,59.4,-32.4,-96.7,-73.1,-208.4,-43.4,-208.7,-28,-119,59.9,-72.8,-113.3,-129,-7.4,15,-117.8,28.7,16.5,50.5,13.8,-4,128.6,116.6,13.1,-190,69.8,190,-48.8,-59,214,87.5,170.1,182.1,89.7,135.2,116.3,84.6,495.7,704.3,285.7,407,531.3,846.1,517.1,409.3,953.1,705.4,656.3,739.4,610.2,780.9
2.951,59.6,23.1,120.9,-76.2,-54.1,21.7,148.5,45.4,87.7,-77.7,-76.5,87.6,57.5,29.7,45.9,48.5,51,-109.3,-153.5,-250.5,-249.5,124.2,-339.1,-82.4,130.7,-159.3,240.5,82,-69.5,21,104.7,-14.6,15.1,-230.1,-71.7,-195.4,-142,-93.5,82.7,-95.1,-76.6,-171.5,24.2,78,-180.3,84.3,-47,87,-22.1,48.6,227.8,91.7,-4,-221,56.3,93.7,6.1,-93.6,197.7,90.4,179.7,173.8,90.5,133.2,108.8,76.1,420.7,487.2,290.9,409.1,429.4,732.3,455.3,399.9,778.3,886.5,697.6,749,436.8,959.1
3.178,11.3,-63.2,39.4,-95.9,-52.5,15.9,79.2,-17.7,18.5,-82.3,-112.5,68.5,86.8,33.7,56.3,48.7,34.6,-25.2,-151.3,-212.4,-240.9,79.4,-383.7,-13,144.3,-87.5,259.5,134.1,-91.3,26.7,62.3,55.3,-106.8,-118.4,-89.6,-190.3,-89,-131.5,72.5,-28.1,-95.7,-96,21.3,50,-149.4,48.7,-21,67.6,7.1,79.8,162.7,196.5,-9.1,-150.5,0.7,7.8,-5.1,-23.8,207.1,89.3,152.8,149.3,90.8,124.7,103.2,91.3,398.4,562.9,398.7,501.9,256.4,428.4,508,360,789,717.5,802.2,898.6,470.3,1124.1
3.405,-12.9,-49.9,72,-92.4,-121.5,127.7,81.3,-44.6,2,-57.6,-110.4,62.3,67.5,49,70.9,41.3,34.2,-76.1,-154,-183.5,-191.6,100.9,-295.3,12.5,95.5,-31.6,280,80.8,-132.7,-11,42.8,-7.1,-42.3,-105.3,-81,-99.6,-98,-140,34.4,-97.1,-123.7,-146.5,-15.6,65.5,-105.3,128.7,48,151,33.1,98.8,81.8,23.6,-40.7,-175,143.2,36.2,0.7,-36.4,198.7,83.8,139.2,155.7,95.2,129.3,95.5,90,640.5,563.1,494.5,556.2,414.4,370.4,682.6,406.1,543.9,915.3,677.3,803.9,565.9,768
3.632,40.3,-65.6,69.6,-159.6,-157.2,9,31.8,-50.9,-50.9,-140.6,-130.5,49.9,91,60.4,53,44.3,48.8,-85.7,-87.7,-233.8,-219.2,68.1,-232.3,-16,96.3,-26.3,341,3.3,-154.7,-23.5,52.6,33.7,-49.8,-150.8,17.8,-191,3,-193,95.7,-72.3,-63.5,-185,-23,67.5,-122.6,65.4,-25.5,32.9,34.5,27.4,142.3,33.8,-88.7,-234,64,34.4,77.1,25.3,176.4,96.8,135,182.2,109.5,140.2,101.2,81.7,846,422.3,524.7,505.5,577.5,436.6,479.6,696.6,727.6,1029.1,544.4,608.4,548.9,951.5
3.859,-51.7,28.4,146.2,-163,-112.2,35.5,90.6,-7.1,-41.1,-123.5,-103.4,53,77.8,59.1,45.2,45.4,51,-50.2,-112.1,-333.9,-248.5,-41.3,-211.4,-82.6,84.6,-28.2,209,55.1,-190.2,-21.4,47.8,84.3,-88.2,-84.3,-51.7,-55.5,46,-73,70.4,-26.5,-69.4,-71,-35.1,173.5,-128.9,122.2,-107,114.4,6.5,22.6,131,125.1,-29,-205,47.2,142.1,14.8,-60.9,171.9,103.2,152.2,196.5,115.5,114,98.3,97.5,684.3,485.4,503.6,489.4,594.6,534.2,184.4,560.9,998.9,911.9,578.4,679.8,739.7,722.9
4.086,-3.4,-31.7,108.1,-200.2,-97.5,62.9,33.5,-16.7,13.5,-127.2,-130.3,70.6,74.7,40.7,31.7,37.5,47.6,77.8,-101.9,-289.4,-254.3,22.8,-297.7,-28.9,49.1,2.1,249,178.3,-123.7,-20.2,57.4,-17.5,-152.1,-103.4,-69.6,-193.1,37.5,-148,66.6,-34.5,-52,-85.5,-12.9,177.5,-98.1,59.2,-95,108.2,-51.9,-11.7,130.5,118.4,-15.9,-186,15.7,62.5,13.5,-24.2,203.4,78.8,166.7,187.1,104.9,124.6,96.3,95.8,829.3,594.4,526,653.3,472.7,502.8,343.2,389.3,717,1164.6,564.8,840,707.5,978.6
4.313,39.9,-93.5,158.4,-167.8,-91.7,-6,62.4,-45.2,-46.8,-149.8,-138.1,81.4,86.3,48.9,20.7,40.4,53.8,-44.3,-110.3,-213.7,-208,40.5,-256.6,-99.1,3.1,14.2,405,58.8,-60.8,16.9,120.2,-39.3,-99.2,-155.3,-108.6,-169.7,-43,-54,62.1,-67,-95.6,-88.5,-43,43,-163.2,78.2,-112.5,79.7,-44.1,121.4,54.2,80.8,-20.1,-225,19.3,119.3,32.8,-7.2,181,54.5,165.4,175.9,87.8,89.6,94.5,98.9,978.5,499.3,475.3,710,179.4,603.1,506,301.4,734.5,1219.4,447.5,974.9,506.8,1265.3
4.54,32.9,-62.1,96.9,-142.6,-34.3,0.9,-21.9,2,-26.9,-103.1,-120.5,75.5,72.2,72.1,48.3,43,75.5,-33.2,-68.5,-177.7,-217.5,-6.8,-213.9,-26.8,39.2,-32.1,330,59,-157.1,-33.4,-7.5,7.4,-111.4,-235.1,-120.8,-110.9,34,-53,95.9,34.2,-76.8,59,-46,24.5,-67.1,37.2,-121.5,85.9,8.1,35.8,91.5,126.1,-78.9,-92.5,22.2,46.3,11.8,114.9,174.8,81.7,160.9,177.3,84.1,116.2,86.4,84.4,804.2,423.3,480.7,636.4,83.1,944.2,561.3,359.6,911.9,1159.5,449.9,887.2,502.2,840.4
4.767,4.3,-37.2,76.9,-131.8,-104.6,72.8,-11.8,-26.7,-29.3,-130.4,-91.8,75.2,58,45.8,71,33.1,56.1,-90.1,-101.6,-159.5,-248.4,3.7,-257.9,-60.8,6.8,-25.1,347.3,65.4,-209,53.4,-9.8,38.4,-39.9,-115.2,-123.9,-169,26.5,-80,119.6,-12,7.3,-205,-41.2,36.5,-100.7,87.9,-37,32.4,-20.7,-10.8,85.9,49.9,-34.7,-121.5,94.5,-16.3,-8.4,14.1,193.9,94.5,161.1,176.6,88.7,157.2,94.4,76.8,596,558.2,433.9,615.2,545.3,990.8,596.2,569.1,1035.8,1120.1,648.8,725.6,500.7,634.2
4.994,-17,-68,101.1,-110.5,-112.9,45.7,18.9,-24.2,-41.1,-79.8,-111.7,85.8,73.3,55.8,66,29.3,53.1,-19.8,-194.9,-172.8,-228.3,79.6,-304,-86.3,50.2,20,316,165.6,-236.9,54.6,-41,-0.4,-86.8,-72.8,-65.1,-148.1,-150,-35.5,109.8,-67.4,-6.4,-89.5,37,68,-144.5,73.1,-67.5,52.8,8.9,69.3,-9.7,82.3,10.7,-142,89.5,80.8,-9,18.8,180.2,94.5,161.2,176.2,98.6,132.9,112.8,70,645.1,733,616.3,578.5,445.3,692.7,466.5,643,811.7,969.4,834.4,495.6,263,1097.4
5.221,31.8,-97.9,128.4,-183,-180,67.3,-6.9,-36.5,-60.4,-8.9,-116.6,96.9,95.3,43.5,61.9,40.5,43.6,-156.4,-188.4,-208.3,-265.6,186.6,-301,-65.8,13.6,-20.6,369.3,56.7,-256.7,-1.1,-10.7,-35,-72,-93.9,-77.4,-160.3,5,-9,147.8,-77.9,-101.2,-139.5,-13.1,23,-143,146.2,-141.5,28.4,12.5,106.9,143.3,92.2,23.6,-197.5,106.7,8.3,25.7,-102.5,169.4,78,137.9,172.8,122.5,133.3,117.9,71.7,651.2,824.3,445.3,598.8,434.4,782.3,420.2,399.2,585.9,1096,672,387.4,332.1,905.3
5.448,7.5,-44,124.9,-112,-120.8,18.2,15.1,-11.7,-112.5,-90.9,-135.9,91.8,62.8,39.2,60.5,53.5,41,-46.1,-156.9,-232.5,-286.9,116.9,-328,-24.1,200.5,-65.3,478.5,73.7,-215.7,-7.4,12.9,-89.1,-74.8,-138.2,-76,-141.8,-58.5,-27,118.9,-1.5,-56.5,-186.5,22.9,69,-123.5,111.3,-67.5,35.5,46.9,42.5,51.4,24.7,-6.5,-220,120.9,109.7,-9.2,-45.2,174.3,78.7,133.8,181.8,119.6,125.2,105.7,87.5,475.8,818.3,338.2,649,548.5,578.5,379.4,542.2,638.5,913.5,516.6,622.9,591.2,914.4
5.675,18.8,-126,168.1,-191.3,-136.9,6.8,20.4,-5.2,9,-85.3,-96.7,88.8,69.5,49.5,53.8,55,47.5,-159.7,-189,-321.1,-301.4,101.9,-328.3,-106.5,143.4,-29,415.8,13.7,-337.3,39.2,-39.4,37.5,-2.3,-158.1,-36.1,-83.4,-18.5,8.5,147.4,-22.4,-64,-121,8,51.5,-173.2,71.3,-78.5,66.4,37.1,120.9,-22,97.1,13.4,-194.5,88.8,41,34.5,-1,170.4,94.8,170.8,183,94.6,124.2,111.6,98.8,509.6,802.9,387.9,563.8,519.5,588.1,379,498.4,741.3,1064.4,558.4,779.3,452,872.1
5.902,45.4,-68.2,121,-121.6,-151.7,68.1,45.1,-57.3,35.4,-19,-116.3,70.9,87.3,58.5,39.9,52.2,45.3,-43.3,-189.4,-296.8,-272.7,74.6,-332.1,-91.3,58.5,-30.2,331.5,70.3,-372,4.7,-10,-18.1,-72.1,-160.1,-83.2,-121.2,-1.5,-24,119.4,-20.9,-94.2,-101,16,23.5,-156.5,73.7,-52.5,110.7,48.9,94.8,20.1,86.5,-59.3,-212.5,243.2,4.8,20.1,-9.1,181,88.4,158.4,182.5,98.8,131.6,110.9,86.2,838,806.1,208.6,536.6,746.5,792.3,409.2,500,643.7,1072.1,738.3,665.2,297,980.7
6.129,37.1,-109.6,114.9,-89.2,-197,38,66.8,-21.7,-2.8,-150.3,-121.8,64,64,48,59,54,54,-49.4,-128.4,-280.3,-281.1,45.2,-338.2,-137.8,156.2,-127.6,412.5,-11.7,-327.1,-8.8,-2.6,-20.4,-64.3,-98.1,-86.8,-43.6,12,-38.5,177.3,-66,-107.9,-41.5,-3.1,37,-146,130.1,-124.5,61.1,0.4,55.1,29.6,67.6,-61.6,-172.5,200.7,-76.5,-25.7,-113.5,194.1,77.1,127.1,182.5,111.9,113,92.8,102.3,816,796.9,113,555,778.1,592.3,327.3,459.4,720.2,944.3,567.7,460.4,392.8,626.9
6.356,-40.2,-96,132.5,-145.7,-182.2,143.1,6.1,5.7,-110.4,-89.9,-98.1,56.2,88.7,28.3,71.8,54,39.6,2.7,-95.7,-301.5,-272.7,-55.3,-297.2,-113.2,38.5,-9,425.5,-14.9,-372.3,23.1,-58.1,-34.1,-24.8,-186.3,-32.3,-81.6,34,-25,108.8,-32.6,-44.8,-148,-41.7,61,-91.8,175.2,-106,61.2,8.5,149.4,19.4,29.8,-8.4,-259.5,169.3,1,-28.3,-59.9,189.6,101.6,137.8,172.3,100.5,105.8,88,75.4,621.2,684.5,291.6,594.7,425.5,854,251.5,487.8,760.6,930.1,421.6,418.9,551.3,903.7
6.583,96,-119.3,105.8,-147.8,-133.2,36.8,90.5,-3.1,-116.3,-127,-144.6,43.2,91,35.9,47.6,47.6,32.3,-90.2,-157,-300.7,-246.7,-36.7,-291.3,-65.3,103.9,-44.9,370.8,28,-315.9,39.5,61.7,-125.4,-60.8,-151.9,-80.5,-134.5,-59.5,-102.5,92.5,33.2,-70.4,-47.5,50.9,-22,-124,77.4,-27.5,1.2,37.4,51.9,-5.1,93.9,-75.5,-165,179.1,-31.3,-19.2,-36.4,163.2,105.4,156.9,147.1,76.6,112.6,79.8,60.4,470.3,659.2,473.8,575.2,648.7,922.4,205.2,404.2,956.2,986.4,509.7,412.3,569,743.4
6.81,-2.2,-41.5,78.5,-97.4,-251.3,89,112.2,35.2,-96,-76.2,-170.3,62,109.3,49.6,34.5,48,62.6,-130.8,-169.9,-347.1,-398.8,9.5,-321.6,-111.5,121.4,-7.6,380.3,-83.6,-427.1,41.2,-9.6,-84.1,-82,-75.9,8.8,-110.4,-4,-44,168.2,-40.8,-121.9,-105.5,-23.1,40.5,-161.9,162.4,-114,119,-19.4,25.3,53.3,25.9,-28.7,-295.5,120.1,-44.3,-27.9,-60.4,199.5,80.9,144.4,153.6,78.6,122,94.4,80.7,487.8,1121.9,446.8,534.7,232.8,747.3,241.5,472.5,1183.1,955.9,552.5,560.6,538.5,918.5
7.037,-10.4,-67.9,37.3,-176,-151.3,98.5,57.2,52.6,-90.7,-96.5,-68.7,72.6,92.7,43.5,35,51.9,51,-69.8,-185,-310.8,-248,-10.6,-274.5,-107.3,135.8,-43.3,386.3,-63.3,-366.8,-4.9,-30.1,-91.3,-29.5,-111.2,-169.1,-58.6,44,-37,28.4,-15.5,-40.9,-100,36.1,82,-130.1,80.4,-62,45.2,37,96.7,96.1,115.3,21.1,-210,106.1,-119,8.6,-53.7,154.7,85,123.6,170.7,104.9,167.9,118.1,106.7,581,1360.7,491.1,611.7,259,601.8,381.1,408.3,1118.4,713.3,493.5,734.9,675.6,721.3
7.264,58.4,-103.6,138.8,-101.6,-212.2,101.8,49.6,64.1,-84.3,-168.9,-95.4,91.8,71.5,48.1,34.9,55.8,33.8,-202.2,-162.8,-348,-302.7,4.4,-288.4,-110.2,106.2,-77.2,379.5,-107.4,-449.8,29.6,20.9,-70.2,42.5,-111.1,-12.1,-78.8,-22,-71,74.4,-58.3,-70.2,-99.5,11.9,75.5,-97.7,96,-87,76,48.9,75.8,18.5,101.3,-31,-335,160.5,2.3,47.9,2.7,193.5,77.9,149.8,163.1,109.5,145.4,126.9,91.9,542,1158.3,684.4,598.6,182.6,616.4,512.4,301.6,836.2,605.5,419.6,896.7,697.9,955
7.49,96.8,-48.8,215.8,-72.3,-109,188.4,86.2,15.7,-136.7,-97.1,-76.5,74.4,95.5,38.8,43,65.7,39.5,-83.4,-200,-377.9,-319.4,3.3,-379.8,-134.7,101.4,-107.9,473.8,-68.5,-355.3,-6.2,-82.5,-82.3,68.6,-97,9.2,-58.7,-104.5,-82,136.5,-8.1,-123,-30.5,-4.5,42,-146.1,153,-56,73.7,60.8,128.6,42.8,39.7,-42.4,-183,105.7,-79.8,-19.6,32.7,183.7,64.5,192.7,152.3,97.3,116,115.5,86.9,696.4,856.8,446.8,506.1,461.8,686.1,509.2,562.8,805.7,705.7,419.4,669.4,757.2,851.6
7.717,81.1,-130.1,186.4,-160.4,-134.9,28.1,102,-38.9,-132.2,-33.6,-150.8,34,74.2,42.9,40.1,58.7,22.7,-120.6,-206.7,-420.9,-328.4,-32.6,-331.4,-86.6,173.1,-63.7,299.3,-81.9,-428.2,0.2,-49.9,-132.8,-103.1,-115,-75.2,-73.4,22,-11.5,119.4,43.9,-55,-31,-28.8,39,-151.6,181.5,-99,41.3,33.6,142,57.8,10.1,-42.8,-302.5,131.3,-4.2,52.4,225.3,188.4,66.5,212.5,182.3,98.9,135,104.6,120.7,813.9,582.8,394.9,643.7,474.8,319.7,559.8,454.6,1058.5,734.4,465,273.6,642.8,1105.9
7.944,30.6,-104.9,166.1,-159.7,-68.5,50.6,48.3,35.2,-126.8,-94.6,-74.2,47.3,66,44.4,54.1,46.1,31.4,6,-230.2,-344,-313.4,19.3,-321,-92.7,114.6,-48,249.5,-63.6,-399.8,65.2,-155.1,-89.2,-74,-111.6,-28.8,-53.6,19,-131.5,90.4,57.1,-146.4,-49.5,37.8,50,-141.8,121.3,-55,47.7,27.5,149.9,64.5,16.6,1.2,-118,106.8,33.5,40.4,267.4,161.1,79.1,165.1,184.2,101.7,131.9,108,106.5,736.7,430.4,696.5,749.5,581.6,443.2,477.7,396.5,1250,519.8,429.1,328.3,530.2,934.9
8.171,90,-51.5,98,-64.9,-150.2,32.4,111.1,-18.8,-95.2,-78.6,-61.8,65.7,91.2,62.5,54.5,45.1,46,-111.7,-262.2,-353,-309.1,78,-375.8,-107.7,120.3,-55.1,388,-96.4,-410.9,26.9,-86.2,-160.9,-25.9,-107.4,-66.8,-85.5,61,-185.5,111.9,66.9,-168,-69.5,-11.7,36.5,-146.1,98.5,-49.5,108.5,21.4,78.6,20.8,11.8,-30.5,-235.5,198,14.6,57.9,164.5,159.3,86.9,143.5,141.6,107.7,161.3,95.3,81.3,654.2,467.5,647.9,681.7,567.9,757.2,206,421.6,1085.7,691.5,440.6,516.8,534.6,946.8
8.398,93.4,-85.4,180.5,-53.6,-181.3,-14.4,165.8,-18.8,-40.9,-28,-86,70.5,73.8,57.1,61.8,43.9,50.4,-29.4,-241.4,-338.8,-286.1,-2.8,-269.6,-92.6,144.8,-70.4,420.3,-209.1,-439.5,77.7,-80.1,-163.9,-82,-118.9,-78.4,-82.6,71,-31,62.2,-13.1,-83.3,-98.5,40.8,64.5,-119.8,127.1,-63.5,93.5,21.4,134.2,-39.8,59.2,-90.1,-272.5,70,74.8,-13.9,-7,151.7,90.6,191.7,149.6,120.9,121.4,91.9,76.1,754.5,469.7,540.2,609.7,303.8,649.7,220.7,494.9,1183.6,729.3,525.4,758.4,488.3,897.8
8.625,73.1,-157.6,180.3,-20.3,-239.2,31.9,127.5,51.5,-123.6,-7.1,-27.6,57.9,70.7,43.5,76.1,46.3,33.9,-70.1,-175.8,-304.5,-288.1,43.4,-310.6,-57,138.7,-80.2,388.5,-216.7,-446.7,98.7,-122.5,-48.3,49.2,-172.1,-62.6,-43.6,29,-55,191.7,-49.4,22.9,-33.5,-32,12.5,-135.3,36,-32.5,99.4,49.1,165.8,-15.5,34.8,-125.3,-316,85.7,-45.4,-36,-18.6,139.2,68.4,164,174.5,110.7,115.5,104.9,94.4,684.2,641.2,448.1,548.6,192.9,731.8,346.8,522.7,1347.1,713,458,563.7,551.7,895
