POSITION,old_mCherry_avg_wd1,old_mCherry_avg_wd2,old_mCherry_avg_wd3,old_mCherry_avg_wd4,old_mCherry_avg_wd5,old_mCherry_avg_wd6,old_mCherry_avg_wd7,old_mCherry_avg_wd8,old_mCherry_avg_wd9,old_mCherry_avg_wd10,old_mCherry_avg_wd11,new_orai_avg_wd2,new_orai_avg_wd3,new_orai_avg_wd4,new_orai_avg_wd5,new_orai_avg_wd6,new_orai_avg_wd8,old_orai_avg_wd1,old_orai_avg_wd2,old_orai_avg_wd3,old_orai_avg_wd4,old_orai_avg_wd5,stim_avg_wd2,stim_avg_wd3,stim_avg_wd4,stim_avg_wd6,stim_avg_wd7,stim_avg_wd8,stim_avg_wd9,stim_avg_wd10,stim_avg_wd11,stim_avg_wd12,disc1-WT-Avg,disc2-WT-Avg,disc3-WT-Avg,disc4-WT-Avg,disc5-WT-Avg,disc6-WT-Avg,disc7-WT-Avg,disc8-WT-Avg,disc10-WT-Avg,disc11-WT-Avg,disc12-WT-Avg,disc13-WT-Avg,disc15-WT-Avg,disc1-Avg-Best2,disc3-Avg-Best2,disc4-Avg-Best2,disc5-Avg-Best2,disc6-Avg-Best2,disc7-Avg-Best2,disc8-Avg-Best2,disc9-Avg-Best2,disc10-Avg-Best2,disc11-Avg-Best2,disc12-Avg-Best2,disc13-Avg-Best2,disc14-Avg-Best2,new_mCherry_avg_wd2,new_mCherry_avg_wd5,new_mCherry_avg_wd6,new_mCherry_avg_wd7,new_mCherry_avg_wd8,new_mCherry_avg_wd9,new_mCherry_avg_wd10,new_mCherry_avg_wd11,SERCA_gray_avg_wd3,SERCA_gray_avg_wd4,SERCA_gray_avg_wd6,SERCA_gray_avg_wd7,SERCA_gray_avg_wd9,SERCA_gray_avg_wd10,SERCA_gray_avg_wd11,SERCA_gray_avg_wd12,SERCAmCherry_gray_avg_wd1,SERCAmCherry_gray_avg_wd4,SERCAmCherry_gray_avg_wd5,SERCAmCherry_gray_avg_wd6,SERCAmCherry_gray_avg_wd8,SERCAmCherry_gray_avg_wd9
84.438,789.3,530.9,1316,243.6,245.6,503.4,539.3,600.1,894.9,650.2,297.9,120.1,182.8,140.4,126.1,83.3,139,-229,254.2,-95.2,-1.8,341.6,25.1,389.3,290.3,522.7,665,-74,-264.2,667.4,-228.9,376.2,949.5,1507.3,1136,711.4,508,725.5,1362.3,1111.8,742.3,489.5,634.1,704.5,452.3,975.6,805.5,889.1,482.4,846,792.8,840.6,735.4,688,544,546.3,738.8,554.5,404.3,319.4,313.9,310.5,290.9,315.3,214.6,286.8,2455.7,2880,1701.5,1612.8,2076,2985.2,1265.5,2533.2,3094.4,2391.8,1617.2,1910.6,906.2,2090.9
84.665,774.5,532.4,1353.5,181.3,193.6,530.3,571.5,607.2,811.1,624.4,308.4,147.9,198.7,141,160.3,81.6,126.1,-119.8,230.9,-76.2,-85.7,297.9,0.9,384,253.3,537.5,733.3,32.8,-236.7,610,-107.7,206,923.7,1476.2,1259.4,759.7,483,712.5,1292.1,964.3,783.5,502,682.4,572,448.2,869.6,790.5,861.6,466.9,897.6,820.6,863,829.2,445,561.4,637.7,647.8,494.9,410.1,286.8,295.3,296.9,265.5,323,205.4,262,2657.4,2800.6,1677.8,1494.5,1997.5,3167,1370.9,2456.4,2971.3,2577.5,1390.3,2237,914.2,2148.8
84.892,672.8,459.8,1331.9,242.7,240.7,512.4,528.9,549.8,891.4,531,300.7,133.1,220.8,161.2,172.4,86.8,117.6,-283.2,170.2,-127.7,-149.6,342.6,-7,349.9,257.7,545,594.5,-75,-241.3,686.2,-64.6,269.3,882.4,1335.4,1234.4,679.5,423,691,1284.9,922.8,748.4,595,629.3,516.5,528.2,884.3,949.5,800.5,473.9,735.6,865.5,965,882.2,460,568.9,656.1,749.3,462.1,405.4,311.6,317.6,284.4,248.4,312.4,200.6,289.7,2801.3,2811.4,1521,1417,2156.8,3287,1444.8,2621.3,3042.8,2899.8,1505.6,2068,1089.5,2360.2
85.119,676,502.2,1264.4,247.2,265.3,398.1,541.4,525.9,835.7,593,318.5,133.8,207.8,150,139.4,101.8,91.4,-240.5,215.9,-92.7,-89.6,256.5,29.9,310.7,261.1,539.4,764,-63.6,-217.8,665.3,-138.7,238,886.5,1417.8,1217,639.8,509,694,1274,1054,653.3,530.5,694.1,620,482.5,906.7,858,795.8,466.6,734.3,860.7,783.9,869.9,506.5,531.3,631.5,768,491,451.7,300.6,346.7,310.3,259.4,346.6,196.6,260.1,2793,2624.8,1526.4,1600.3,2200.3,3133.5,1500,2130.4,3840.1,2944,1577.1,2291.1,1023,2350.2
85.346,666,446.9,1150.2,238.4,322.7,468.6,394.1,568,938.9,514.8,302.8,140.8,219.5,146.1,132.2,104.5,107.5,-212.1,179.5,-148.2,-76.4,186.4,11,246.6,201.6,508.2,727.5,-33.2,-203.4,643.4,-75.3,255.3,912.7,1319.2,1311.9,805.6,598,584,1184.1,941.2,782.5,525,684.4,683.5,402.2,852.6,874.5,882.4,409,820.3,797.5,899.5,823,466,628.5,593.5,654.4,567,455.9,290.6,326.5,314.1,270.4,307.3,208.5,256.6,2564.1,2384.9,1734,1657.6,2082.9,2933.3,1554.9,2168.9,3228.4,2604.5,1537.5,2521.2,975.6,2364.1
85.573,649.9,363.8,1214.5,305.2,299,424,442.5,579.6,998.5,418.5,241,143.2,194,167.2,153.5,91.1,107.6,-150.3,213.7,-116.4,-135.2,337.7,0.7,249.3,179.2,555.7,778.5,1.6,-280,574.8,-190.4,183.5,862.1,1322.4,1209.8,594.9,512,649.5,1134.2,897.6,683.4,482.5,613.3,618,368.4,901.4,765,946,463.9,841.9,908.7,817.6,896.4,353,622.8,567.8,671.3,519.3,439.5,273.4,296.1,308.4,295.8,332.5,210.6,265.8,2496.6,2557.9,1824.8,1534.6,2117.1,2915.7,1488.9,2145.2,2586.2,2475.4,1237.5,2113.9,1375,2531.9
85.8,637.3,475.3,1225.9,253.6,246.4,350.2,437.1,624,915.6,608.9,280.1,151.8,223.3,164.7,174.2,82.5,104.8,-161.2,185.3,-71.5,-121.3,308.5,19.5,317.7,310.8,602.8,710.3,-70.3,-260.9,585.9,-203.5,218.9,847.5,1337,1394.6,746,565,702.5,1238.1,965.2,735.4,532,683.3,615.5,435.1,935.4,648.5,815.1,382,720.9,907.4,894.2,829.2,539.5,590.5,617,610,566.3,471.3,261.1,320.3,293.6,290.7,355.9,208.7,247.2,2625.4,2777.9,1839,1518.5,2413.2,2993.5,1573.9,2239,2514.3,2135.9,1249,1955.5,1076.2,1984.4
86.027,615.7,456.9,1180.4,292.5,232.2,386.3,406.6,653.3,830.4,550.4,275.4,126.6,207.8,159,131.5,92.4,123.2,-202.2,192.3,-7.1,-176,167.1,93.7,411.7,85.5,553.6,635.5,-115.3,-347,539.9,-191.4,215.6,872.8,1405.6,1174.4,645.9,511.5,674,1207.5,910.9,766.9,547.5,646,534,486.9,864,780.5,854.8,405.1,850.4,921.9,880,841.7,382.5,488.6,647,614,538.1,452.8,246,286.7,291.9,262.3,344.4,242.6,261.8,2668.6,2774.7,1466.6,1553,2045.9,2979.4,1650.7,2846.1,3106.4,2337.3,1485.4,2189.3,1068.7,2248.2
86.254,612.2,423.9,1357.1,257.7,339.8,482.7,417.4,593.5,776,428.4,308.6,116.9,207.5,167,157,99.2,130.4,-181,114.8,-116.8,-176.9,332.9,77.7,287.7,199.6,459.2,653.5,-55.1,-322.3,478.7,-231.5,171.5,857.6,1391.6,1184.8,781.6,367,630.5,1138.8,996.9,806.3,545.5,751,607,475.7,796.7,635.5,859.3,402.2,738,920.1,859.7,849.1,332,465.7,662.2,695.5,524.5,443.2,265.2,258.9,269.5,279.7,323.2,202,259.6,2752.9,2868.3,1522.5,1585,2232.5,2925.4,1689.5,2385.2,2945.1,2496.9,1248.4,2198.7,1309.8,1894.7
86.481,635.1,409.2,1299,309.2,266.2,420.2,385.4,605.6,797,457.5,231.8,147,216.2,164.7,160,89.1,118.4,-196.9,205.8,-118.5,-201.3,243.2,2.9,289.8,152,494.4,675,-100.6,-249.3,557.4,-191.7,146.2,846.3,1409.4,1158.4,724,492,582.5,1060.2,1004.3,725.9,595,616,612.5,493.4,837.8,644.5,890.8,488.2,775.8,864.5,862.7,816.3,380.5,487.4,639.1,636.6,620.2,412,282.9,312.7,255.7,271.5,301.1,208.6,277.7,2797.2,2680.9,1505.5,1560.1,2683.7,3023.5,1878.7,2287.9,2914.5,2481.3,1467.3,2074,1187,2087.2
86.708,638.2,443,1206.3,238.7,393.8,367.1,365.2,537.5,879.2,461.4,216.4,138.2,233,163.5,146.5,84.7,116.1,-162,241.6,-184.5,-189.6,298.7,82.4,317,229.9,432.4,583.3,-140.6,-332.1,530,-165.1,54.6,782.6,1343.6,1288.4,708.4,487.5,681,1123,1110,743,502.5,630.2,580,397.5,863,710,847.9,432.1,794.3,787.7,843,792.4,355,498.7,709.7,595.4,525.6,463.1,249.2,262.9,270.1,251.9,309.3,219.7,256.6,2618.4,2756.6,1834.2,1580.6,2064.5,2999,1852,1923.6,2748.5,2486.1,1588.2,2263.4,1280.1,2789.2
86.935,641.8,406.1,1272.9,223.8,260.5,357.6,402.6,503.6,847.2,434.5,290.4,123.7,214.2,151,145.5,96.3,90,-237.1,189.4,-134.1,-194,233.3,-7.9,266.7,205.9,420,605.3,-70.5,-299.4,525.2,-197.6,26.3,743.6,1252.6,1214.4,759.8,469.5,668,1135.8,1022,679.1,501.5,722.7,531.5,435,866.6,573,824.8,373.9,778.5,896.2,845.6,812.5,372,702.8,574.2,583.8,579.1,461,226.6,251.2,265,257.6,321.2,212.6,279.6,2456.9,2743,1990.1,1498,2212.3,3044.3,1449.1,2183.4,2743.9,2544.7,1442.4,2227.1,1081.5,2202.9
87.162,555,414.4,1141.1,199.6,230.1,419.8,341.9,593.2,769.7,414.9,246.2,131.6,208.5,145.2,151.2,99.7,97.8,-197.4,214.4,-94,-189.1,286.7,26.4,250.3,270.5,435,582.8,-168.9,-302.6,550.5,-201.8,50.1,958.9,1344.9,1260.2,821.4,396.5,624.5,1156.2,936.6,776.6,507.5,668.3,520.5,442.7,816.4,549.5,720,486.5,847.2,840.9,784.9,818.1,397,540.3,614.8,632.6,397.7,478.5,249.4,297.9,252.5,240.3,293.6,229.3,299.7,2527.3,2597.3,1914.2,1372.8,2275,3122.1,1425.3,2229.5,2776.4,2588.1,1231.4,1988,1094.7,2107.9
87.389,571.3,313.9,1181.4,134.3,140.5,366.5,429.2,534.2,816,442.6,229,131.8,213.5,144.1,157.2,90.1,102.2,-216.2,211.1,-106.1,-167.1,288.3,-7.3,221.3,299,442,623.3,-120.5,-402.4,496.9,-235.5,219.2,715.3,1364.2,1104.8,700.9,336,507,1118.2,975,673.4,553,649.9,451.5,414.6,779.7,668.5,791.3,356.1,806.5,693.2,814.5,701.3,274,631.9,580.2,692.8,488.9,481.1,256.6,287.2,277,263.2,341.6,222.8,275.3,2519.9,2607.2,1661.2,1537.1,2134.6,3215.2,1547.7,2534.6,2145.3,2676.9,1338.8,1968.4,1017.6,2154.8
87.616,554.6,365.4,1040.4,164.3,137.7,398.1,413,476.3,773.3,416.8,270.7,125.5,199.5,145.5,116.9,88.7,105,-137.9,235.4,-24.7,-196.9,121.2,16.8,220.9,153.2,482.2,676.3,-134.5,-372,536.6,-185.5,136.4,798,1200.4,1056.9,724.1,395,689.5,1094.1,887.7,653.3,578,709.8,600,420.1,787.9,625,750.1,365.3,652,871.9,889.5,740.1,550.5,615.7,729.7,661.4,430.3,498.8,197.1,257,292,283.7,398.3,213.6,292.9,2678.6,2725.8,1722.5,1786.9,2267.1,3240.8,1493.2,2087.8,2516.2,2536.7,1287.9,1974.8,1224.1,2635.3
87.843,597.1,372.3,1139.5,101.3,207.6,325.9,404.3,515.7,811,503.7,251,125.1,207,161.3,139.9,89.2,112,-211.7,231.7,-68.1,-160.4,226.4,-84.4,261.5,200.1,292.9,567.5,-134.4,-346,535.5,-255.2,179.4,798.3,1266.1,1048.9,784.5,437.5,681,1119.3,842.6,706,531.5,773.4,687,457.8,761.3,613,730.2,397.6,736.4,856.9,873,750.4,424.5,589.2,601.5,667.6,517.3,513.4,223.1,264.8,280,265.7,386.1,212.3,278.7,2774.9,2369.4,1890.9,1776.4,2307.1,3256.6,1478.2,2293.3,3203.8,2570.7,1597.4,2047.2,1229.6,2125.2
88.07,543.1,476.3,1026,77.1,234.5,474.6,427.9,561.1,750.9,435.9,141.4,127.3,197.3,154.2,127.5,88.7,108.8,-60.6,110.9,-103.6,-221.4,266.8,-39.1,195.1,85.6,380.6,599.8,-191.2,-340.5,523.8,-180,123,821.5,1177.5,1138.5,660.5,366,581.5,1112,902.3,567.2,443,767.4,526.5,355.9,816.1,670.5,773.8,411.4,800.9,751.4,928.9,729.8,483,560.9,604.5,680.9,407.5,505.6,233.4,306.1,258,242.4,369.8,211.4,267.1,2630.2,2627.7,1554.6,1630,2259.1,3381.3,1541.4,2429.5,2579.6,2497.3,1195.3,2207.7,1283.5,2089.2
88.297,524.6,391,1066.8,111.7,123.6,306.3,483.7,568.2,729.9,468.5,204.4,128.9,207.2,138.7,119.7,102.1,101.1,-111.7,85.9,-73,-239.4,204.4,-67.4,200.2,122.5,393.4,659,-134.5,-361.9,528.5,-340.6,169,827.7,1139.3,1146.1,805.7,327.5,478,1066,801.6,654.3,461.5,684,543.5,401.6,788.9,599.5,716.8,375.3,758.3,788,870.2,817.1,446,580,619.7,665.1,521.6,504.5,235,319.6,265.2,245.4,361,203.2,261.2,2650.7,2510.7,1703.2,1610.1,1877.2,3169,1605.7,2212,2781.3,2765.7,1281.7,1909.3,1347.4,2343.4
88.524,557.7,422.7,1048.5,177.3,172.9,380.5,360.8,476.9,577.8,403,184.5,134.7,217.5,138.3,139.6,108,92.7,-78,166.5,-63,-192.2,172.4,41.8,154,166,338.1,663.8,-188.3,-420.5,528.3,-337.4,150.9,860.1,1079.9,1078.6,650.4,341.5,547.5,1050.6,901.1,636.5,549,652.7,492,286.4,757.2,653,716.1,375.3,711.6,777.8,879.1,881.8,463,536.5,639.3,683,433.9,512.4,243.3,325.8,256.8,254.9,312.9,193.5,265.3,2662.5,2525.9,2124.8,1704.5,2180.9,3045.5,1523.3,1803.2,2777.1,2708.7,1013.1,2076.3,956.5,2164.9
88.751,489,383.8,1070,20.4,92.5,331.7,329,562.1,672.4,364.3,152.6,162.3,210.7,161.2,144.7,93.9,95.6,-192.7,92.7,-109.3,-244.6,130.8,-91.5,240.3,225.5,343,724.3,-202.3,-358.3,548.5,-325.6,161,878.6,1151.9,1027.6,768.8,290.5,604.5,1072.2,836.3,632.4,358.5,576.1,483,387.7,728.6,639.5,723.4,463.5,718.6,771.1,906.1,854.8,404.5,612.5,634.3,666.5,380.2,499.4,250.8,339.6,256.1,241.9,311.3,176.8,299.3,2714.6,2650.7,1924.2,1828.7,2392.5,3040.3,1486,2043.5,2949.1,2542.2,1455.9,2346,1345.4,2329.9
88.978,504,372.9,1006.3,107.9,123.4,350.3,407.7,510.7,587.2,360.7,95,177.9,179.3,157.9,147.8,86.6,94.7,-137.1,136.4,-153.7,-241.2,177.3,-1.8,235.7,163.4,390.9,672.5,-211.2,-340.6,457.9,-360.4,209.9,806.5,1022.8,1001.1,744.5,233,496.5,1021.7,948.3,675.7,491,587.7,575.5,373.8,752.9,617.5,694.3,424.4,730.5,733.7,858.2,882.6,522,613.2,480.8,656.5,564,502.7,209.2,339,256.6,246,335.5,209.4,274.2,2657,2532.2,1761,1765.3,2641.7,3254.8,1660.6,2514.4,2644.6,2506.6,1264.8,2351.4,1000.2,2596.4
89.205,457.6,389.1,1018.6,121.5,173.3,326.2,410.7,473.3,645.9,415.7,99.1,150.6,183.7,143.5,136.8,92.5,124.9,-230,105.1,-160.2,-243.1,71.2,-75.3,182.5,111,415.3,720.8,-163.6,-440.1,490,-253,112.7,744.9,1111.5,1055.4,611.1,203.5,683,1044.2,882,731.7,482,588.1,572,330.4,659,565.5,679,349.4,667.2,811.5,930.1,918.2,382.5,564.9,559.6,591.5,429.8,500.9,239.3,308.6,222,271.5,360,177.9,269.3,2651.5,2977.7,1676.8,1612.9,2170.7,3485.9,1811.3,2796.5,2744.7,2533.3,1294.9,2329.5,1193.3,2333.3
89.432,558.8,399.2,927.8,96.8,117.9,305.8,312.8,457.7,529.6,337.9,171.7,136.6,211.2,155.2,114.6,86.1,119.1,-146.6,171.2,-224,-258.2,218.3,-46.9,211.9,122.9,465.1,684,-167.7,-419.7,457.6,-251.9,163.4,777.6,1002,1102.1,703.8,240,447,1087.1,721.4,741.8,442.5,595.5,562,337.9,647.3,669.5,646.7,369.9,695,868.4,961.6,815.1,385.5,555.1,592.9,589.1,594.3,517.9,258.7,294,214.9,286.5,304.5,182.1,286.7,2629.9,3088.9,1869.4,1633.3,2789.5,3405.2,1729.7,2100.8,2794.6,2252,1100.7,2085.8,1148,2448
89.659,506.8,381.5,1008.9,52.5,145.1,289,360,496.6,630.7,366.7,75.4,145.7,209.2,150.3,138.9,85.9,120.5,-267.2,124.9,-172.4,-210.4,154.7,-57.3,246.5,169.5,405.2,605.3,-138.1,-328.2,484,-324.6,163.5,829.9,1139.5,1181.8,714.9,309,511.5,982.5,853.3,719,399,542.5,435,328.7,730.1,609,732.9,379,762.2,804.8,798.4,855.9,340,565.6,475.2,573,450.7,505,249.6,304.9,248.7,286.9,301.3,220.6,267.9,2726.8,3102.2,1824.5,1693.3,2705.4,3441.1,1617.7,2558.4,3056.3,2070.1,1016.2,2130.3,1200.5,2294.2
89.886,447.7,359.1,1027.6,31.6,133.8,350.9,337.9,488.3,641.8,320.9,141.2,145.2,197.2,161.9,166.9,101.2,110.7,-213.1,157.1,-193.1,-225.1,196.3,-16.2,190.5,134.1,496.2,526.3,-145.2,-363.4,397,-314.8,171.9,726.6,1091.4,988.7,745.7,270.5,522,1065.6,725.5,658.8,455.5,544.6,529.5,310.2,740.9,654,611.2,405.9,746.7,725.3,885.6,781.7,228.5,592.9,595,511,529.3,573,219.7,296.9,275.9,277.8,366.1,198.1,256.4,2859.1,2664.3,2175.6,1574.7,2826.3,3630,1644.3,2103.6,3107.7,2440.4,1154.8,2403.5,902.7,2564.9
90.113,417.8,350.3,968.7,60.9,107,293.7,335.3,465.8,634.8,258.5,124.5,145.5,228.3,164.4,137.2,101,107.7,-219.2,112.8,-150.5,-291,185.8,-31.3,223,106.4,398.9,625.3,-194.5,-436,437.1,-275.2,124.4,814,1189.1,1083.3,752.4,283.5,590.5,1034.3,783.5,707.2,395,464.3,490,252.2,752.3,622,657,360.3,682.9,705.7,859.5,764.1,223.5,561.2,420.3,549.6,426.1,524.7,214.2,299.2,268.1,258.6,385.2,208.6,262.9,2732,3135.4,1848.9,1741.1,2725.8,3584.5,1898.4,2545.8,2798.6,2513.9,1062.2,2560.4,815.2,2485.7
90.34,420,331.2,921.5,27.6,206.3,287.1,299.4,539.3,632.3,333.2,114.1,147.8,201.2,158.1,131.7,92.6,108,-184.5,152.2,-210.4,-236.4,141,-32.2,119.9,67.8,484.8,668.3,-230.9,-395.7,489.6,-330.5,100.6,763,1076.6,1024.8,751,263.5,528.5,1160.1,852,726.8,353,439.7,427,392.3,729.9,616,569.7,395.5,694.5,885.5,877.2,814.5,456.5,571.2,518.5,510.6,391.3,476.9,217.5,295.8,251.5,248.2,388.3,214.1,251.4,2660.8,3018.5,2175.1,1785.5,2435.8,3314.8,1987.1,2386.9,2770.2,2571.6,697.6,2559.7,1008,2462
90.567,421.3,260.8,875.3,41.2,185,205,236.4,469.8,564.7,286.5,154.4,132.7,194,174.3,144.9,93.7,95,-179.9,68.8,-197.7,-318.6,132,-43.3,227.2,61.5,486.9,641.8,-127.9,-503.7,446.5,-283.1,72.8,866.9,1094.6,1041,775.8,300,476,1102.6,658.5,799.9,396.5,457.6,460,247.3,737,535.5,560.2,337,693.6,864.4,859.8,698.3,360,575.6,476.1,525.5,458.9,480.2,237.5,274.4,233,253.1,343.7,190.4,259.2,2826.7,3026.9,1817.2,1568.8,2499.9,3376.7,1752.9,2410.9,3176.5,2338.3,848.2,2456.2,972.7,2274.1
90.794,384.6,283,969.6,20.4,178.8,256.9,316.3,439,481.1,233,170.8,126.9,202.7,158.5,123.8,99.4,108.8,-156.5,107,-243.7,-396.7,169.4,-61.9,166.5,88.9,464.2,577.8,-161,-386.1,440,-273.5,-33.1,752.3,973.1,1059.8,737.8,321.5,673,1032.4,843.7,684.1,294.5,523.7,454.5,303.7,705,620,633.1,392.2,682,786.4,945.7,800,318,531.4,586.3,488.1,480.8,525,249.3,281,242.1,267.6,400.8,230.9,242.6,2936.2,2844.9,2188.9,1580.6,2632.3,3701.8,1613,2441,3267.4,2441.1,919.6,2378.1,1057.2,2738.9
91.021,418.1,267.7,915.1,92.7,186.7,192.2,320.1,441.2,498.1,273.4,127.3,133.6,196.8,163.1,158.2,101.8,106.5,-220.5,6.2,-196,-407.9,173.1,-92.9,228,28.1,460.5,548.3,-176.1,-390.6,538.9,-289.4,-16.1,838.2,1060.7,1050.9,689.4,381,570.5,993.6,859.5,856.3,304.5,538.9,368,283.4,726.4,597.5,620.4,433.8,689.8,847.2,918.7,776.4,403,508.4,487.1,536.8,523.7,507.8,220.1,260.8,233.3,286,379,226.6,246.2,2829,2770.5,2118.8,1548.8,2275.2,3774.7,1578.3,2239.3,2879.8,2510.7,985,2415.2,1147.5,2784.5
91.248,325.2,304.2,847.9,96.2,184,253.8,374.1,498.1,454.4,224.1,144.6,129.4,210.5,173,124,93.2,118.6,-209.1,212.5,-117.2,-402.8,193.4,-65.4,90.5,-25.8,456.4,486.3,-226.6,-335.8,452.7,-349.4,84,772.7,1046.2,1017.2,611.4,352.5,551,1120.3,820.1,638.8,305.5,466.7,408.5,367.2,620.4,547.5,676.4,436.4,672,793.6,875.5,782.6,201.5,583.6,446.8,565.1,514.7,517.4,249.3,252.9,225.5,281.7,440.3,189.5,267.1,2936.2,2841.4,1905,1530.8,2168.7,3571.2,1480.9,2251.8,2869,2616.9,843.2,2463,1067.6,2692.4
91.475,406.1,259.8,825.3,22.2,287.5,311.6,340.7,442.1,455.8,177.4,78.4,130.4,217.8,174.7,133.4,86.9,113.1,-123.5,198.5,-122.4,-341.6,60.6,-87.7,111.1,247,455.8,566,-267.5,-379.3,475.1,-362,33.1,747.6,1132,1161.4,638.6,326,570.5,1052.6,898.8,654,320,525.2,434.5,252.5,674.2,618.5,592.4,373.2,697.6,871.4,905.9,803.3,276.5,435.5,524.2,486.1,461.3,519,227.9,269.2,239.2,257.1,340,189.8,301.9,3177.2,3186.7,1983.3,1471.5,2187.3,3528.6,1504.5,2320.9,2787.6,2490.3,972.3,2454.2,1071.2,1835.3
91.702,366.7,213.5,893.2,13.3,161.1,283.6,328.4,418.2,419.4,213.6,128.4,139.8,219,163.1,146,100.6,112.5,-182.9,163.3,-140.7,-405.2,138.8,-25,169.6,43.7,434.9,587,-183.2,-388.5,496.7,-291.2,-132.1,843.8,1059.4,1009.1,591.3,378,507,1054.9,824.9,674.1,353,562.3,440,356.4,667,517,577.1,352.7,729.7,815.1,863.9,680.6,353.5,464.4,526.8,532.5,409.2,470.9,216.7,265.4,234.2,253.7,310.5,185.3,278.8,3217.5,2874.1,1852.8,1626.7,2270,3611.5,1663.4,2235.2,2529.6,2387.6,1179.3,2285.5,1375.9,2515.1
91.929,260.7,233.3,918.1,-31,214.7,329.5,269,450.6,488.7,223.2,153.4,140.4,215.8,161.3,158.2,111.8,106,-226.5,316.2,-197,-427.5,262,-12,161.3,202.8,430.2,522.5,-254.5,-359.2,509.5,-297.5,-32.6,747,1023.7,982.1,660.8,472,582.5,1179.8,746.2,626.9,324.5,551.2,400.5,260.8,652.8,640.5,600.3,270.1,687,894.9,840.4,733.3,337.5,396.5,499.6,430.5,492.6,473.5,219,246.7,253.7,262.1,356.2,230.2,256.3,3210.4,2736.9,1860,1736.9,2158.5,3418.1,1737.5,2474,2490.9,2544,1054.8,2059.8,1198.2,2641.8
92.156,317.5,235.5,907.5,-30.4,179.2,288.1,278.5,426.5,402.9,115.7,177,137.7,208.7,167.3,108.5,111.7,97.3,-247.3,122.2,-156.1,-391,188.2,-42.7,195.9,119.7,446.9,487.8,-193.9,-440.6,501.1,-227,-118.9,747.7,1053.1,1046.3,732.8,452,386,911.1,867,672,346,533.6,487.5,325,663.1,552,675,386.3,699.3,847.5,723.3,681.1,387,283,499.4,427.8,387.9,443.6,228.7,253,257.8,246,345.2,213.2,301.9,3063.4,2510.4,1869.3,1732.1,2369.6,3649.8,1747.8,2604,2683.5,2500.1,878.2,2292.6,969.1,2499.8
92.383,245.4,250.4,853.4,17.5,229.8,209.4,310.5,431.1,348.1,155.5,147.2,131.1,211.8,168.8,162,113.2,103.4,-260.4,161.2,-148.7,-416.9,220.4,-65.4,204.3,85.9,360.2,490.8,-304.3,-403.1,442.8,-289.8,-146.9,683.7,1054.7,1061,616.5,429,497.5,1077,848.6,531.8,373,473.8,542.5,380.3,616.9,495.5,671.5,320.8,638.3,966.6,791.9,671.3,349.5,358.3,466.3,450.1,561.8,484.9,236.5,274.4,226.4,246.5,376.2,202.2,266.4,2826.3,2708.3,1931,1923.9,2276.5,3558,1801,2595.2,2157.2,2565.6,1203.1,2489.7,1246.5,2022.4
92.61,356.2,239.4,874.4,60.5,191.2,198,271.2,393.8,347.1,215.3,131.4,142.4,200.3,169.2,124.3,114.1,131.8,-251.4,196.1,-190.5,-403.9,257.5,-38.4,182.2,26.3,340.8,516.5,-203.5,-398.4,427.3,-275.2,-77.4,816.3,1154.5,1012.6,721.5,392.5,423.5,1014.2,825.1,494.3,322,491.9,354,304.3,630,591,701.7,323.9,646.1,824.5,844.4,759,350.5,382.8,344.5,482.2,482.1,447.2,240,275.9,208.8,275.8,387.9,214,274.4,2820.7,3049.7,1738,1864,2349.2,3308.1,1909.9,2213.6,2843.6,2393.4,997.9,2244.8,996,2286.2
92.837,340.5,261.1,809.2,114.9,194.2,121,192,391.3,305.1,194.6,139.9,141,210.5,172.5,147.8,108.4,113.3,-288.7,138.6,-141.1,-499.7,162,-20.2,188.8,128.5,336.2,534.5,-215.6,-343.1,480.4,-313.7,-63.1,811.3,1022.4,988.1,598.9,385,453,1004.6,883.9,453.4,376,521.3,390.5,377.5,633.9,555.5,696,389.8,700,787,748.1,724.1,310.5,446.9,526.7,444.5,526.7,420.8,260.7,259.4,222,307,352.4,218.3,261.9,2812.7,2857.2,2004.8,1636.7,2261.4,3243.3,1757.6,2698.7,2764.1,2469.5,970.3,2223.7,962.9,1994
93.064,330.4,348.1,789.7,134.4,263.3,236.8,175.4,404.4,294.5,115.6,117.9,129.7,195.2,177.1,145.6,100.7,117.1,-269.1,74.9,-164.8,-400.5,207.4,-113.7,157.2,108.5,396.4,448.3,-214.4,-508.5,415.9,-280.8,-99.4,738.4,1109,1023.6,603.5,398,414,910.8,742.8,455.4,245.5,426.5,511.5,313.9,596.2,581.5,744.1,330.2,607.2,705.8,757.7,597.9,425.5,339.2,298.5,431.9,392.1,384.4,233.9,250.1,220.4,281.9,416.8,225.4,251.9,2825.4,3114.9,2044.4,1485.3,1915.3,3140.2,1412.1,2350.6,3145.8,2212.9,958.5,2466.4,1152.9,2184.9
