POSITION,old_mCherry_avg_wd1,old_mCherry_avg_wd2,old_mCherry_avg_wd3,old_mCherry_avg_wd4,old_mCherry_avg_wd5,old_mCherry_avg_wd6,old_mCherry_avg_wd7,old_mCherry_avg_wd8,old_mCherry_avg_wd9,old_mCherry_avg_wd10,old_mCherry_avg_wd11,new_orai_avg_wd2,new_orai_avg_wd3,new_orai_avg_wd4,new_orai_avg_wd5,new_orai_avg_wd6,new_orai_avg_wd8,old_orai_avg_wd1,old_orai_avg_wd2,old_orai_avg_wd3,old_orai_avg_wd4,old_orai_avg_wd5,stim_avg_wd2,stim_avg_wd3,stim_avg_wd4,stim_avg_wd6,stim_avg_wd7,stim_avg_wd8,stim_avg_wd9,stim_avg_wd10,stim_avg_wd11,stim_avg_wd12,disc1-WT-Avg,disc2-WT-Avg,disc3-WT-Avg,disc4-WT-Avg,disc5-WT-Avg,disc6-WT-Avg,disc7-WT-Avg,disc8-WT-Avg,disc10-WT-Avg,disc11-WT-Avg,disc12-WT-Avg,disc13-WT-Avg,disc15-WT-Avg,disc1-Avg-Best2,disc3-Avg-Best2,disc4-Avg-Best2,disc5-Avg-Best2,disc6-Avg-Best2,disc7-Avg-Best2,disc8-Avg-Best2,disc9-Avg-Best2,disc10-Avg-Best2,disc11-Avg-Best2,disc12-Avg-Best2,disc13-Avg-Best2,disc14-Avg-Best2,new_mCherry_avg_wd2,new_mCherry_avg_wd5,new_mCherry_avg_wd6,new_mCherry_avg_wd7,new_mCherry_avg_wd8,new_mCherry_avg_wd9,new_mCherry_avg_wd10,new_mCherry_avg_wd11,SERCA_gray_avg_wd1,SERCA_gray_avg_wd2,SERCA_gray_avg_wd3,SERCA_gray_avg_wd4,SERCA_gray_avg_wd5,SERCA_gray_avg_wd6,SERCA_gray_avg_wd7,SERCA_gray_avg_wd8,SERCAmCherry_gray_avg_wd1,SERCAmCherry_gray_avg_wd2,SERCAmCherry_gray_avg_wd3,SERCAmCherry_gray_avg_wd5,SERCAmCherry_gray_avg_wd6,SERCAmCherry_gray_avg_wd8
71.727,891.4435,1149.69425,1874.9345,1023.7185,910.17525,1085.5655,1001.7195,1213.72625,1548.23525,948.12,793.06275,149.6266667,266.3333333,131.7766667,137.2216667,108.8043333,124.8906667,263.54725,970.20475,767.0475,993.114,1130.936,834.4965,1057.98625,814.30375,1155.10125,1426.75,925.151,404.53125,1480.07725,657.612,1140.7345,983.0185,1094.1635,1266.199,563.034,546.5,701,1044.3845,986.082,876.182,589.5,550.3435,656.5,618.9525,761.2415,814.5,1196.1425,343.0665,753.6175,636.6635,702.313,641.391,271.5,458.8775,630.34,708.743,481.8945,206.47,253.129,409.0613333,319.1203333,339.444,517.279,266.1223333,304.6083333,869.935,896.783,657.583,567.0833333,772.297,857.183,666.255,606.7323333,776.7836667,901.9346667,668.0636667,820.081,756.0296667,735.6503333
71.954,916.4105,1099.5845,1915.04425,1068.509,834.67875,993.665,1003.67225,1156.32175,1569.002,946.301,763.3595,156.9443333,267.6666667,151.3833333,129.1323333,102.1513333,143.699,185.311,954.95875,774.80775,968.42125,1008.57675,776.12875,992.44,793.84875,1125.5795,1568.5,901.808,466.34675,1318.2575,543.09725,1135.88075,869.772,1160.005,1310.1055,541.262,555,745,1203.1005,1139.5835,817.8405,667,567.1225,676.5,643.296,771.2755,633.5,1186.063,394.5445,685.956,581.7755,733.942,769.8485,403.5,458.5455,689.954,691.7415,533.17,217.6463333,253.8226667,409.5363333,297.051,316.2603333,511.584,249.0056667,297.1276667,905.8513333,919.6706667,657.652,585.212,759.0503333,887.353,668.3526667,601.1513333,781.1053333,893.665,633.3763333,834.967,753.29,714.278
72.181,862.5735,1171.579,1915.24775,1105.79175,869.40825,1083.5565,1032.58075,1227.32075,1607.14375,902.25125,714.39125,167.0036667,273.6666667,154.8246667,121.2436667,93.56666667,144.595,127.07,870.765,712.05425,939.464,1136.3155,706.0835,1052.11175,748.12675,1105.9585,1390.25,869.69425,464.227,1294.5215,451.3925,1076.49775,1036.4915,1093.9765,1352.716,506.371,515,827,1252.9085,1239.4425,886.342,693.5,665.248,811,691.704,785.01,616.5,1231.779,390.6855,832.0085,717.8575,747.6595,742.211,430.5,413.707,633.4695,723.93,524.7605,215.6616667,265.5533333,402.652,283.324,314.0883333,512.058,247.664,311.2283333,920.0763333,932.6646667,663.0376667,581.9243333,759.246,870.2973333,693.407,579.833,786.7306667,897.5546667,619.0493333,843.5843333,752.8453333,732.504
72.408,901.25675,1200.665,1936.5375,1188.46375,819.976,1014.328,1050.34375,1190.52125,1558.423,823.05425,827.97875,154.4523333,289,145.659,129.67,95.46433333,130.8986667,166.613,841.32975,662.397,907.7095,985.81325,705.53675,1022.8445,724.992,1252.03725,1419,838.4775,369.01325,1272.586,471.95125,1010.2735,959.095,1000.9625,1261.6735,567.2075,484,721,1198.556,1096.7095,965.0615,622.5,708.6935,698,616.864,843.503,645,1144.816,402.415,756.993,637.99,838.3435,868.2025,484,403.5015,624.121,712.6905,403.915,224.7496667,267.4406667,413.1166667,334.395,334.0883333,534.9596667,255.5233333,325.0096667,882.259,966.3383333,646.2666667,574.3333333,784.7156667,872.9426667,715.9413333,566.6163333,845.7933333,880.8143333,623.5743333,831.4116667,749.4626667,751.8206667
72.635,811.40275,1191.34225,1962.0385,1142.707,815.25775,1031.94225,992.53675,1177.45775,1565.8065,974.3405,846.12275,167.6066667,268.3333333,139.9513333,135.6686667,111.2336667,115.2753333,124.20575,757.56675,596.48425,905.84175,940.37175,647.6725,981.0805,793.599,1098.392,1549.5,796.434,342.2895,1357.15775,529.60175,1069.93325,1031.6615,982.5205,1168.9265,596.325,502,699.5,1338.8675,1052.364,980.3185,682.5,735.707,802,700.9045,753.7755,606,1164.6325,421.485,703.17,757.796,768.9555,797.735,415,439.9485,632.6635,643.4865,462.67,224.3813333,275.5283333,404.0723333,341.4783333,346.7753333,527.9326667,276.683,313.9553333,864.347,943.8616667,640.575,565.303,771.0436667,880.0313333,702.245,620.406,839.6343333,884.9163333,617.702,818.1803333,759.808,760.1716667
72.862,910.84275,1150.665,1940.45375,1031.621,850.8425,1034.346,983.36,1162.0345,1612.16525,989.4435,820.4885,185.67,271.1666667,152.1296667,132.4713333,104.1746667,122.6433333,60.29275,736.4795,645.51925,865.81325,908.302,624.61275,994.977,657.1005,1147.10225,1542.25,664.52425,276.14625,1340.52475,510.2375,997.3165,979.8875,1036.818,1443.3435,568.66,430.5,986.5,1377.607,1221.102,928.9285,733,643.503,685,724.6325,808.2275,683.5,1176.8805,421.0785,720.2585,627.024,791.7365,677.053,313.5,359.0115,681.721,702.7295,444.4285,218.7506667,266.5993333,413.7823333,330.7496667,344.158,550.8383333,280.1656667,311.795,897.4063333,943.5803333,631.9213333,563.231,758.8053333,873.2073333,687.765,587.191,791.5933333,864.785,638.311,818.8453333,761.7623333,755.027
73.089,875.42975,1159.6715,1780.76375,913.1595,808.3345,972.6335,968.03775,1038.37925,1528.54375,926.42525,785.28575,173.4086667,305,142.493,116.353,96.881,130.1716667,20.85825,813.122,713.4355,939.393,826.07,618.029,1031.05825,670.8915,1067.32475,1560,655.93425,241.492,1350.2045,457.5485,1049.49475,1083.131,1093.289,1284.107,591.6565,516.5,853,1282.325,1144.7315,973.065,761,744.918,725.5,646.76,782.3655,770,1124.2655,485.143,749.058,659.7295,781.2415,762.1615,407.5,388.384,698.289,708.0135,490.092,228.655,252.94,450.2806667,355.4696667,339.5683333,559.095,279.908,296.8463333,911.5343333,994.6073333,624.6496667,562.773,775.4543333,877.9233333,698.809,620.5766667,793.213,845.8783333,655.1643333,831.0483333,768.5166667,723.277
73.316,899.242,1134.14125,1822.327,1063.3495,864.57225,1070.03275,1016.698,1046.1425,1474.89275,948.586,802.2375,152.6583333,300.5,136.2263333,127.796,107.117,132.8166667,65.15475,821.78775,590.922,858.73925,854.89875,630.038,971.9145,685.83925,1066.89075,1411.25,653.85775,292.69825,1306.0115,599.15275,1024.85625,1102.578,1031.5765,1199.959,623.4695,518.5,865,1265.9915,1119.206,1052.6365,769.5,682.8965,794.5,606.381,778,707.5,1189.362,500.9525,687.959,593.245,585.8755,818.461,419,296.0765,768.4305,706.0675,437.7825,241.4126667,243.7063333,427.9033333,343.8126667,337.9283333,593.2896667,279.5243333,323.5386667,920.4013333,1010.983667,659.592,576.5646667,791.783,894.0836667,708,669.132,807.2716667,860.5736667,663.311,839.973,756.438,727.642
73.543,881.9095,1098.175,1847.21625,1014.61775,851.0055,919.19575,998.50875,1173.172,1486.474,1073.086,805.13325,156.4043333,277.1666667,143.399,114.1436667,93.91633333,146.1376667,123.5745,783.96825,629.56575,736.559,875.17,580.725,1021.51325,657.2895,1106.483,1504.25,721.11,333.01275,1324.221,484.423,978.471,1010.6105,1141.7315,1117.833,588.1855,487,806.5,1248.985,1191.1905,991.388,918,702.044,785,609.3825,802.282,871.5,1187.33,473.706,698.422,615.2025,679.5745,782.7535,420,393.959,719.0545,699.114,518.0565,221.751,235.3516667,388.176,340.0673333,340.0493333,614.2096667,274.3533333,298.4186667,918.2406667,970.327,690.3646667,586.1286667,778.6333333,909.865,693.2843333,636.2296667,811.4606667,844.038,666.265,835.1686667,770.886,746.5053333
73.77,981.337,1167.56875,1888.991,1001.46625,804.66825,971.62325,938.896,1178.7385,1574.8925,1006.87325,776.22825,154.6983333,274.6666667,148.566,109.8263333,82.46033333,135.3153333,38.3255,875.10175,634.2885,713.06325,739.07675,635.50975,952.654,679.1885,988.2255,1442.5,643.555,347.86175,1196.74425,336.4095,1014.208,1131.0645,1140.8335,1093.112,527.6055,556.5,804,1286.6515,1223.4085,990.16,825.5,690.952,755,647.609,754.731,759.5,1184.908,454.745,730.102,700.898,651.1495,803.3655,509,463.821,743.927,733.0085,400.4285,262.657,252.6736667,454.5756667,316.8926667,354.7346667,574.1613333,273.0543333,328.24,895.966,977.035,642.7523333,569.7953333,759.814,922.329,698.2253333,632.6846667,815.68,828.606,641.0416667,831.3863333,761.9946667,679.1323333
73.997,947.8235,1098.48725,1919.80775,1027.41625,717.1525,909.4195,977.90925,1033.305,1570.82325,921.725,745.474,135.1423333,273.3333333,150.836,101.841,94.02466667,136.505,78.519,780.12675,610.99325,580.6355,715.33675,598.38975,876.444,642.7055,970.37425,1505.5,643.17175,142.094,1143.478,432.234,894.86,1183.653,1060.6635,1118.2415,627.888,548,885,1280.4455,1154.915,1095.689,870,710.8705,746.5,706.762,797.01,831,1202.058,482.417,799.585,652.728,679.639,810.155,447.5,341.9485,718.745,744.6015,445.2775,275.8786667,263.03,474.244,327.8523333,354.3706667,524.4383333,274.4403333,335.7146667,886.2253333,1010.091333,633.3326667,560.6816667,785.348,919.7876667,712.4996667,609.1333333,841.9093333,844.6123333,655.4063333,817.0293333,755.233,678.0296667
74.224,1001.30525,1154.83,1813.70925,868.7625,734.085,811.58375,986.24325,1130.075,1520.3045,961.29175,785.2365,149.9603333,281.5,144.6743333,110.0686667,96.47533333,131.0516667,7.7475,846.89475,489.20925,618.14125,723.23425,529.04375,937.27275,695.387,952.224,1504.5,675.785,187.48875,1212.85425,344.79075,812.272,1237.823,1243.6565,1063.2855,691.3845,588,675,1174.485,1156.5055,1054.653,914.5,731.995,705.5,659.4795,708.5135,628.5,1149.852,483.507,832.5035,626.5715,654.2805,815.3455,430.5,380.9405,670.854,693.8365,419.592,260.0623333,270.4323333,456.313,333.1216667,365.107,567.499,286.3306667,318.979,891.1866667,1002.134667,655.988,562.924,804.4106667,913.6936667,709.9213333,634.228,854.8686667,856.32,656.2496667,833.4606667,767.2316667,743.7106667
74.451,885.83375,1146.821,1850.8145,880.39925,741.20675,881.173,917.012,1159.73025,1604.07475,989.56325,805.21975,145.1823333,269.6666667,133.1356667,141.5433333,90.136,123.032,151.45225,771.182,572.8235,612.6145,699.53725,583.42025,903.2485,586.32275,917.3445,1431,594.9905,121.38475,1203.7335,255.48625,879.686,1308.3195,1039.905,1109.76,686.442,585.5,946,1298.2755,1189.6465,1076.5955,889,708.5815,843.5,677.828,766.061,760.5,1162.398,433.0955,791.32,692.5255,704.4145,769.024,431,459.9725,674.3095,721.7635,455.9285,213.294,271.655,463.825,354.2116667,386.41,542.1013333,293.1826667,336.1963333,895.715,989.042,694.22,561.8103333,798.8903333,909.9986667,732.5146667,632.3446667,827.1373333,858.9706667,640.414,847.6983333,750.3746667,718.6503333
74.678,939.6075,1036.664,1731.516,792.40625,718.2,872.4785,890.603,1118.787,1556.32025,984.17075,760.2725,141.3926667,280.8333333,137.0536667,126.9623333,93.775,120.656,104.5065,738.43975,452.8665,528.828,820.6465,410.25375,814.59475,569.91825,987.14275,1307.75,602.5515,149.5315,1229.90525,245.3765,835.407,1106.187,1128.102,1097.857,594.5375,591.5,670,1412.876,1112.905,1118.7925,843,750.3415,805.5,723.527,835.0815,877,1157.908,414.017,805.153,614.3165,565.932,816.3285,488,529.5865,604.252,796.425,470.854,228.8613333,247.8166667,462.4013333,372.393,397.646,539.8773333,278.1446667,335.9513333,902.351,1012.434667,688.1893333,559.1286667,794.0243333,910.429,737.5,664.1836667,849.4136667,843.052,635.6073333,828.6563333,764.1086667,684.3616667
74.905,941.29975,1106.6355,1895.2185,803.387,743.88675,966.84275,845.41925,1140.963,1624.658,890.05875,746.1495,149.341,271,141.3246667,110.5023333,101.3203333,123.7566667,55.7025,710.424,401.45475,564.36725,891.87625,502.86375,872.4505,533.30425,843.49225,1243.75,588.49625,100.26875,1163.971,265.389,845.55275,1047.435,1192.636,1116.452,612.983,507.5,860.5,1372.6225,1131.6395,1088.9285,845,692.755,732,615.658,760.8605,744,1119.296,451.349,812.82,591.4695,641.6835,811.9815,388,528.959,692.568,738.641,516.0715,239.452,255.8203333,447.769,348.5423333,388.379,513.4326667,280.021,329.2463333,892.0183333,1013.478333,688.4033333,563.6666667,777.5363333,921.1486667,721.3723333,681.146,833.6693333,824.6296667,676.8453333,793.2106667,803.6926667,675.464
75.132,953.276,1057.39575,1930.64725,684.0385,653.95925,761.99775,787.75125,967.51075,1528.88125,1079.17525,748.97125,113.0793333,292.8333333,161.5773333,132.081,112.5833333,109.4956667,-23.1575,789.12025,389.8755,569.71675,686.892,370.34775,845.393,635.93875,939.673,1248.25,616.997,75.9005,1098.81225,184.6435,843.784,1076.5745,1106.228,1063.7245,640.7995,664,831.5,1334.4165,1256.012,1032.912,754.5,733.2125,684.5,656.527,804.027,862,1075.0305,449.2755,767.0545,633.9085,709.573,869.029,421,470.119,794.2995,709.2995,461.2145,249.708,284.849,451.274,322.504,381.478,549.918,283.1163333,333.2176667,878.001,1032.382667,641.6356667,556.326,794.5533333,902.3106667,714.284,660.1383333,850.8196667,831.5146667,674.8796667,823.876,786.124,667.9676667
75.359,858.83025,973.95775,1759.30675,812.2185,694.4955,771.94125,748.381,1042.77825,1531.44875,1063.44125,796.39375,112.5076667,278.3333333,168.1606667,109.9336667,111.9586667,108.9483333,-23.84075,733.5335,425.14825,570.026,763.18925,456.69225,736.32675,563.5135,849.86425,1302,633.93075,148.44775,1034.724,230.9955,898.6255,1072.726,1157.0715,1050.09,730.898,613.5,853,1257.8455,1283.6805,1185.0905,674,783.585,737.5,692.347,835.5715,749.5,1107.469,314.0905,723.26,622.624,635.163,845.1155,507.5,502.969,677.507,748.6205,479.536,256.7826667,296.5266667,500.9043333,332.1896667,373.7123333,567.236,272.9456667,358.6606667,866.8016667,1066.409,647.3576667,550.7273333,789.8773333,886.1463333,714.3826667,676.9506667,837.9423333,837.7166667,659.855,842.644,781.6043333,653.4576667
75.586,748.0825,947.36975,1741.52275,781.2365,570.82675,912.65725,797.577,1138.297,1519.76,1076.544,755.7845,124.6386667,279.6666667,123.895,101.291,102.838,120.197,-30.87675,715.47325,436.216,518.181,727.91675,447.272,762.899,539.5215,889.75725,1232.75,554.65525,73.8255,993.62525,248.1005,713.983,1215.85,1024.432,1027.687,700.898,644.5,715.5,1286.3215,1127.5325,1124.031,741.5,826.852,757,728.745,792.6635,776,1078.1715,446.313,768.044,652.966,724.306,854.4745,486,575.8365,704.218,710.7075,501.194,298.1033333,289.127,530.2263333,334.0606667,365.983,479.9636667,271.9916667,376.4443333,859.5596667,1060.165667,655.3656667,552.3483333,776.9203333,887.1666667,716.5883333,673.239,869.4143333,836.302,645.912,818.9166667,760.636,666.0736667
75.813,945.17975,1000.6865,1731.9685,750.73425,620.01225,875.29525,793.6785,1089.422,1590.58925,991.55875,778.7525,115.067,272.5,143.9603333,122.813,104.7373333,138.196,-48.88825,700.90825,355.2455,540.055,760.293,506.765,762.9105,557.72475,889.6295,1344.25,585.843,165.96125,1056.969,188.4365,684.57825,1194.1815,1139.483,1167.1275,676.432,523.5,724.5,1340.313,1174.1905,1054.2485,739.5,840.52,648,719.432,735.1325,800,1042.9795,425.2775,787.1225,770.633,665.782,759.0035,397.5,495.5915,724.33,688.954,534.8265,270.7673333,287.093,495.6673333,341.3173333,383.1956667,485.7516667,271.4796667,363.1506667,866.4766667,1062.732667,653.3403333,549.1666667,793.5633333,873.678,722.0493333,659.191,851.598,821.0686667,655.995,805.8906667,784.45,685.1083333
76.04,908.72625,907.72725,1766.4175,711.8145,583.019,884.86075,707.1655,992.93925,1538.011,957.30875,768.2785,118.1346667,313,144.3716667,138.908,104.4513333,126.8073333,-38.8815,672.783,379.4005,540.184,814.696,448.96525,674.62225,605.7815,787.90275,1384.5,589.485,245.81,971.52625,208.56325,621.5315,1034.707,1279.3725,1095.8675,739.3945,571.5,764,1225.362,1094.772,1079.3335,660.5,795.182,722.5,575.1835,769.551,903.5,999.5545,491.3745,716.5985,736.66,739.3075,784.869,519,661.7395,653.417,760.9865,504.5955,269.303,300.6763333,449.8273333,369.6486667,394.4236667,505.5406667,288.5816667,358.6666667,878.3036667,1103.115333,655.6396667,542.697,824.3686667,882.8233333,732.8036667,651.3543333,871.259,837.82,639.8496667,791.6286667,754.8643333,665.0073333
76.267,895.174,926.25325,1825.27725,732.37325,571.64675,878.42175,770.935,976.05525,1499.91175,1031.112,781.075,134.2816667,298.1666667,155.4293333,137.5803333,96.12433333,120.2463333,-47.8655,700.15925,473.0735,500.5955,730.623,575.3595,669.7665,566.8995,840.68175,1210.25,526.1995,179.40025,949.78325,134.7715,610.35075,1202.3925,1138.7175,1124.5595,679.352,541.5,754,1238.801,1279.3165,1165.1735,760,813.085,832.5,618.5305,816.073,810.5,990.459,506.42,794.233,791.2365,779.333,864.1615,591,624.003,717.2245,756.202,442.689,293.012,325.608,432.509,366.422,381.648,489.998,337.4273333,389.0116667,873.725,1085.457333,639.463,545.0076667,816.844,907.5946667,739.3283333,695.7963333,875.043,872.7093333,646.3033333,799.8106667,731.8486667,651.658
76.494,968.86525,843.70325,1848.65975,760.7975,475.43325,883.65275,790.8715,1020.0415,1473.432,965.59275,857.321,144.7496667,288.5,160.8536667,169.5126667,98.776,130.8986667,19.49875,758.6285,421.98425,451.444,648.6735,588.62075,670.60325,570.16775,828.21625,1179.75,546.78475,142.66025,994.3425,97.4365,575.13175,1038.9825,1185.4965,1053.4695,699.738,611,724.5,1220.7775,1177.4255,975.8675,742,788.0185,674.5,710.3335,779.221,747,1023.286,451.701,787.786,718.8775,991.828,782.621,439,577.9115,715.233,766.77,505.5105,312.5053333,322.5196667,433.265,344.8553333,376.2653333,505.9676667,317.6593333,382.482,861.2933333,1071.845333,672.676,546.856,801.3456667,879.1673333,733.059,677.003,838.5173333,887.3266667,681.2396667,786.3916667,728.8163333,684.6056667
76.721,1008.2635,831.9115,1688.62575,859.51025,583.87075,844.475,752.11325,992.647,1520.60525,912.98975,675.17575,139.825,353.8333333,140.4536667,126.7356667,98.69133333,144.4716667,-1.17325,716.991,420.75,444.99375,654.0665,439.521,704.94725,620.40525,663.39825,1202.5,510.23275,151.87575,978.3065,145.21825,607.41875,1210.6155,1147.4795,1101.277,706.272,533.5,800.5,1250.255,1211.3335,960.701,686,718.0505,702.5,594.9625,840.449,785,976.102,385.4,807.2175,725.762,855.799,754.607,535.5,566.714,664.7685,821.362,378.349,291.478,304.779,438.9886667,384.326,377.985,477.4846667,282.711,403.3426667,872.386,1088.117667,655.4086667,545.3786667,844.4493333,865.7966667,728.8576667,684.5396667,862.9603333,887.936,676.928,762.6993333,739.721,669.1
76.948,973.15275,819.605,1758.40725,716.56225,661.83925,873.96725,747.0165,1022.724,1507.4875,908.181,597.00175,111.0316667,305.3333333,146.8093333,106.7056667,92.99133333,125.321,63.519,725.13225,356.69575,412.58175,632.6465,531.5965,652.39775,538.657,689.038,1288.75,428.8875,46.95925,929.84675,98.64475,608.5305,1189.714,1154.119,1180.3875,636.204,579.5,858,1117.0155,1114.6635,969.8775,696,782.061,742,620.1325,837.847,807,1009.3095,414.7925,743.7585,650.01,735.4745,824.104,541.5,626.185,602.893,834.8415,421.1735,342.9446667,292.4013333,429.9746667,374.898,405.913,472.131,290.7523333,396.8876667,886.68,1106.496333,675.7683333,562.6326667,841.9476667,906.1846667,738.4706667,726.348,843.4713333,895.9626667,678.013,766.2236667,758.8873333,669.2986667
